experiment_1_time_s,experiment_1_temperature_C,experiment_2_time_s,experiment_2_temperature_C,experiment_3_time_s,experiment_3_temperature_C,experiment_5_time_s,experiment_5_temperature_C,experiment_4_time_s,experiment_4_temperature_C
172.20176,31.44,172.20176,40.45,,,,,172.20176,26.47
172.40176,31.4,172.40176,40.45,,,,,172.40176,28.94
172.60176,33.11,172.60176,40.27,,,,,172.60176,26.25
172.80176,30.83,172.80176,40.14,,,,,172.80176,26.78
173.00176,31.26,173.00176,40.49,,,,,173.00176,26.47
173.20176,31.66,173.20176,40.41,,,,,173.20176,26.52
173.40176,31,173.40176,40.45,,,,,173.40176,26.21
173.60176,31.13,173.60176,40.36,,,,,173.60176,26.43
173.80176,30.91,173.80176,40.1,,,,,173.80176,26.3
174.00176,30.87,174.00176,40.23,,,,,174.00176,27.84
174.20176,30.69,174.20176,40.14,,,,,174.20176,26.3
174.40176,30.83,174.40176,40.05,,,,,174.40176,26.61
174.60176,31.18,174.60176,40.23,,,,,174.60176,26.3
174.80176,31.04,174.80176,40.01,,,,,174.80176,26.3
175.00176,31.44,175.00176,39.97,,,,,175.00176,26.61
175.20176,30.61,175.20176,40.14,,,,,175.20176,26.65
175.40176,30.56,175.40176,40.41,,,,,175.40176,27.09
175.60176,30.87,175.60176,39.97,,,,,175.60176,26.34
175.80176,30.91,175.80176,39.7,,,,,175.80176,26.52
176.00176,31.09,176.00176,39.75,,,,,176.00176,26.34
176.20176,30.65,176.20176,39.61,,,,,176.20176,26.65
176.40176,33.29,176.40176,39.92,,,,,176.40176,26.08
176.60176,31.13,176.60176,39.61,,,,,176.60176,26.56
176.80176,30.52,176.80176,39.61,,,,,176.80176,26.3
177.00176,30.87,177.00176,39.48,,,,,177.00176,27.79
177.20176,30.83,177.20176,39.83,,,,,177.20176,26.74
177.40176,31.4,177.40176,39.44,,,,,177.40176,26.34
177.60176,30.65,177.60176,39.44,,,,,177.60176,26.17
177.80176,30.56,177.80176,39.66,,,,,177.80176,26.25
178.00176,30.83,178.00176,39.48,,,,,178.00176,26.08
178.20176,31.09,178.20176,39.44,,,,,178.20176,28.63
178.40176,31,178.40176,39.39,,,,,178.40176,25.99
178.60176,30.43,178.60176,39.35,,,,,178.60176,26.21
178.80176,30.78,178.80176,39.26,,,,,178.80176,26.17
179.00176,31.09,179.00176,39.31,,,,,179.00176,25.9
179.20176,30.39,179.20176,39.22,,,,,179.20176,25.95
179.40176,30.96,179.40176,39.39,,,,,179.40176,26.17
179.60176,30.65,179.60176,39.44,,,,,179.60176,26.12
179.80176,30.87,179.80176,39.31,,,,,179.80176,26.17
180.00176,30.61,180.00176,39.35,,,,,180.00176,25.99
180.20176,30.74,180.20176,39.17,,,,,180.20176,26.39
180.40176,30.52,180.40176,39.09,,,,,180.40176,26.04
180.60176,30.39,180.60176,39.17,,,,,180.60176,25.77
180.80176,30.3,180.80176,39.09,,,,,180.80176,26.56
181.00176,30.21,181.00176,39.04,,,,,181.00176,26.12
181.20176,30.47,181.20176,38.91,,,,,181.20176,25.9
181.40176,30.56,181.40176,38.82,,,,,181.40176,26.96
181.60176,30.61,181.60176,38.91,,,,,181.60176,26.34
181.80176,30.56,181.80176,39.09,,,,,181.80176,25.95
182.00176,30.21,182.00176,38.87,,,,,182.00176,27.62
182.20176,30.91,182.20176,38.96,,,,,182.20176,26.34
182.40176,30.96,182.40176,39.13,,,,,182.40176,25.9
182.60176,30.34,182.60176,39,,,,,182.60176,26.21
182.80176,30.91,182.80176,38.96,,,,,182.80176,25.9
183.00176,30.56,183.00176,38.69,,,,,183.00176,25.99
183.20176,30.3,183.20176,38.82,,,,,183.20176,25.73
183.40176,30.47,183.40176,38.6,,,,,183.40176,25.86
183.60176,30.65,183.60176,38.52,,,,,183.60176,25.9
183.80176,30.78,183.80176,38.43,,,,,183.80176,26.21
184.00176,30.25,184.00176,38.47,,,,,184.00176,25.77
184.20176,30.56,184.20176,41.81,,,,,184.20176,27.05
184.40176,30.83,184.40176,38.65,,,,,184.40176,26.04
184.60176,30.43,184.60176,38.65,,,,,184.60176,26.08
184.80176,29.99,184.80176,38.65,,,,,184.80176,27.22
185.00176,30.56,185.00176,39,,,,,185.00176,25.64
185.20176,30.69,185.20176,39,,,,,185.20176,25.73
185.40176,30.17,185.40176,39.17,,,,,185.40176,25.95
185.60176,33.11,185.60176,39.09,,,,,185.60176,25.77
185.80176,30.52,185.80176,39.09,,,,,185.80176,26.74
186.00176,30.03,186.00176,39.04,,,,,186.00176,25.86
186.20176,30.69,186.20176,38.69,,,,,186.20176,25.55
186.40176,30.56,186.40176,38.87,,,,,186.40176,25.82
186.60176,31.57,186.60176,38.87,,,,,186.60176,26.12
186.80176,30.21,186.80176,39.09,,,,,186.80176,28.19
187.00176,30.47,187.00176,38.91,,,,,187.00176,25.86
187.20176,30.03,187.20176,38.6,,,,,187.20176,25.77
187.40176,30.08,187.40176,38.65,,,,,187.40176,25.73
187.60176,30.47,187.60176,38.6,,,,,187.60176,25.64
187.80176,30.08,187.80176,38.6,,,,,187.80176,25.51
188.00176,30.56,188.00176,38.82,,,,,188.00176,25.82
188.20176,30.91,188.20176,38.56,,,,,188.20176,25.86
188.40176,29.77,188.40176,38.56,,,,,188.40176,25.9
188.60176,29.86,188.60176,38.65,,,,,188.60176,25.73
188.80176,29.95,188.80176,38.65,,,,,188.80176,25.9
189.00176,29.81,189.00176,38.52,,,,,189.00176,26.52
189.20176,30.17,189.20176,38.47,,,,,189.20176,28.63
189.40176,29.9,189.40176,38.38,,,,,189.40176,28.19
189.60176,30.3,189.60176,38.65,,,,,189.60176,26.61
189.80176,29.77,189.80176,38.38,,,,,189.80176,26.65
190.00176,29.9,190.00176,38.52,,,,,190.00176,26.74
190.20176,30.47,190.20176,39.79,,,,,190.20176,26.83
190.40176,29.9,190.40176,38.16,,,,,190.40176,26.47
190.60176,29.9,190.60176,38.12,,,,,190.60176,26.61
190.80176,30.96,190.80176,37.99,,,,,190.80176,26.39
191.00176,29.99,191.00176,38.08,,,,,191.00176,26.69
191.20176,29.68,191.20176,38.43,,,,,191.20176,26.43
191.40176,29.51,191.40176,37.94,,,,,191.40176,26.52
191.60176,30.34,191.60176,38.16,,,,,191.60176,26.65
191.80176,30.21,191.80176,38.12,,,,,191.80176,26.47
192.00176,29.95,192.00176,37.81,,,,,192.00176,26.83
192.20176,29.99,192.20176,38.56,,,,,192.20176,26.61
192.40176,30.12,192.40176,38.56,,,,,192.40176,26.39
192.60176,29.81,192.60176,38.25,,,,,192.60176,28.1
192.80176,30.21,192.80176,38.87,,,,,192.80176,26.34
193.00176,29.73,193.00176,38.43,,,,,193.00176,26.87
193.20176,29.81,193.20176,38.34,,,,,193.20176,26.39
193.40176,29.77,193.40176,38.38,,,,,193.40176,26.61
193.60176,29.68,193.60176,38.43,,,,,193.60176,26.43
193.80176,29.73,193.80176,38.43,,,,,193.80176,26.74
194.00176,29.64,194.00176,38.25,,,,,194.00176,27.13
194.20176,30.03,194.20176,38.34,,,,,194.20176,26.43
194.40176,29.55,194.40176,38.08,,,,,194.40176,26.52
194.60176,29.95,194.60176,38.69,,,,,194.60176,26.25
194.80176,29.73,194.80176,38.12,,,,,194.80176,26.08
195.00176,29.42,195.00176,40.1,,,,,195.00176,26.47
195.20176,29.55,195.20176,37.99,,,,,195.20176,28.41
195.40176,29.77,195.40176,38.34,,,,,195.40176,26.78
195.60176,30.17,195.60176,37.86,,,,,195.60176,25.99
195.80176,29.51,195.80176,38.3,,,,,195.80176,27.84
196.00176,30.21,196.00176,37.94,,,,,196.00176,26.56
196.20176,29.81,196.20176,37.9,,,,,196.20176,26.12
196.40176,30.34,196.40176,37.9,,,,,196.40176,26.08
196.60176,29.73,196.60176,37.81,,,,,196.60176,25.86
196.80176,29.73,196.80176,37.86,,,,,196.80176,25.95
197.00176,30.43,197.00176,37.72,,,,,197.00176,25.9
197.20176,30.21,197.20176,38.12,,,,,197.20176,26.17
197.40176,29.9,197.40176,37.64,,,,,197.40176,26.04
197.60176,29.68,197.60176,37.86,,,,,197.60176,25.95
197.80176,30.03,197.80176,37.55,,,,,197.80176,26.04
198.00176,30.12,198.00176,37.86,,,,,198.00176,26.39
198.20176,29.59,198.20176,37.72,,,,,198.20176,26.25
198.40176,29.42,198.40176,37.55,,,,,198.40176,26.17
198.60176,29.29,198.60176,37.42,,,,,198.60176,26.08
198.80176,29.42,198.80176,37.46,,,,,198.80176,26.08
199.00176,29.55,199.00176,37.46,,,,,199.00176,26.12
199.20176,29.95,199.20176,37.64,,,,,199.20176,25.77
199.40176,29.2,199.40176,37.55,,,,,199.40176,25.82
199.60176,29.33,199.60176,37.59,,,,,199.60176,25.77
199.80176,30.25,199.80176,37.59,,,,,199.80176,26.25
200.00176,29.29,200.00176,37.46,,,,,200.00176,26.12
200.20176,29.55,200.20176,37.37,,,,,200.20176,25.9
200.40176,29.51,200.40176,37.2,,,,,200.40176,26.04
200.60176,29.2,200.60176,37.33,,,,,200.60176,25.9
200.80176,29.46,200.80176,37.42,,,,,200.80176,26.74
201.00176,29.55,201.00176,37.42,,,,,201.00176,25.77
201.20176,29.9,201.20176,37.24,,,,,201.20176,26.21
201.40176,29.59,201.40176,37.5,,,,,201.40176,25.86
201.60176,30.25,201.60176,37.29,,,,,201.60176,25.86
201.80176,29.99,201.80176,37.07,,,,,201.80176,26.17
202.00176,29.73,202.00176,37.24,,,,,202.00176,25.64
202.20176,29.64,202.20176,37.2,,,,,202.20176,25.95
202.40176,29.11,202.40176,37.24,,,,,202.40176,25.95
202.60176,29.38,202.60176,36.93,,,,,202.60176,25.64
202.80176,29.68,202.80176,37.2,,,,,202.80176,28.1
203.00176,28.98,203.00176,36.89,,,,,203.00176,25.68
203.20176,28.89,203.20176,37.59,,,,,203.20176,25.68
203.40176,29.81,203.40176,37.02,,,,,203.40176,25.73
203.60176,29.51,203.60176,36.85,,,,,203.60176,25.86
203.80176,28.85,203.80176,36.76,,,,,203.80176,25.42
204.00176,29.51,204.00176,36.98,,,,,204.00176,27.92
204.20176,28.8,204.20176,37.15,,,,,,
204.40176,29.16,204.40176,36.67,,,,,,
204.60176,29.51,204.60176,36.76,,,,,,
204.80176,29.33,204.80176,36.58,,,,,,
205.00176,29.2,205.00176,36.8,,,,,,
205.20176,31.57,205.20176,36.49,,,,,,
205.40176,28.72,205.40176,36.71,,,,,,
205.60176,29.2,205.60176,36.54,,,,,,
205.80176,28.85,205.80176,36.41,,,,,,
206.00176,28.89,206.00176,36.32,,,,,,
206.20176,28.89,206.20176,36.36,,,,,,
206.40176,29.51,206.40176,36.58,,,,,,
206.60176,30.17,206.60176,36.36,,,,,,
206.80176,29.42,206.80176,36.19,,,,,,
207.00176,29.42,207.00176,36.32,,,,,,
207.20176,29.46,207.20176,36.45,,,,,,
207.40176,28.85,207.40176,36.36,,,,,,
207.60176,29.33,207.60176,36.27,,,,,,
207.80176,28.8,207.80176,36.19,,,,,,
208.00176,29.16,208.00176,36.54,,,,,,
208.20176,31.4,208.20176,36.27,,,,,,
208.40176,29.24,208.40176,36.27,,,,,,
208.60176,28.67,208.60176,36.45,,,,,,
208.80176,28.72,208.80176,36.32,,,,,,
209.00176,28.72,209.00176,36.32,,,,,,
209.20176,29.02,209.20176,36.14,,,,,,
209.40176,28.98,209.40176,36.1,,,,,,
209.60176,28.89,209.60176,36.05,,,,,,
209.80176,28.58,209.80176,36.54,,,,,,
210.00176,28.76,210.00176,36.19,,,,,,
210.20176,28.45,210.20176,35.97,,,,,,
210.40176,28.76,210.40176,36.14,,,,,,
210.60176,29.16,210.60176,36.01,,,,,,
210.80176,28.94,210.80176,35.97,,,,,,
211.00176,28.72,211.00176,35.83,,,,,,
211.20176,28.8,211.20176,35.79,,,,,,
211.40176,28.98,211.40176,36.05,,,,,,
211.60176,29.55,211.60176,36.01,,,,,,
211.80176,28.36,211.80176,35.79,,,,,,
212.00176,28.32,212.00176,35.48,,,,,,
212.20176,28.67,212.20176,35.79,,,,,,
212.40176,30.21,212.40176,35.7,,,,,,
212.60176,28.76,212.60176,35.57,,,,,,
212.80176,28.54,212.80176,37.64,,,,,,
213.00176,28.54,213.00176,35.53,,,,,,
213.20176,28.72,213.20176,35.75,,,,,,
213.40176,28.45,213.40176,37.86,,,,,,
213.60176,29.07,213.60176,35.75,,,,,,
213.80176,29.02,213.80176,36.58,,,,,,
214.00176,31.57,214.00176,36.41,,,,,,
214.20176,28.85,214.20176,36.45,,,,,,
214.40176,28.76,214.40176,36.58,,,,,,
214.60176,29.68,214.60176,36.49,,,,,,
214.80176,31.57,214.80176,36.41,,,,,,
215.00176,29.46,215.00176,36.76,,,,,,
215.20176,29.46,215.20176,36.36,,,,,,
215.40176,29.42,215.40176,37.02,,,,,,
215.60176,29.16,215.60176,36.45,,,,,,
215.80176,31.18,215.80176,36.23,,,,,,
216.00176,29.2,216.00176,36.36,,,,,,
216.20176,28.8,216.20176,36.32,,,,,,
216.40176,29.33,216.40176,36.1,,,,,,
216.60176,29.24,216.60176,36.27,,,,,,
216.80176,29.07,216.80176,35.97,,,,,,
217.00176,29.55,217.00176,35.75,,,,,,
217.20176,29.11,217.20176,35.7,,,,,,
217.40176,28.89,217.40176,36.14,,,,,,
217.60176,29.11,217.60176,36.01,,,,,,
217.80176,29.55,217.80176,35.79,,,,,,
218.00176,29.02,218.00176,35.57,,,,,,
218.20176,29.29,218.20176,35.7,,,,,,
218.40176,29.24,218.40176,35.92,,,,,,
218.60176,29.33,218.60176,35.75,,,,,,
218.80176,28.85,218.80176,35.62,,,,,,
219.00176,29.2,219.00176,35.53,,,,,,
219.20176,29.07,219.20176,35.57,,,,,,
219.40176,29.2,219.40176,35.57,,,,,,
219.60176,29.11,219.60176,38.03,,,,,,
219.80176,28.76,219.80176,35.57,,,,,,
220.00176,29.16,220.00176,35.66,,,,,,
220.20176,28.85,220.20176,35.88,,,,,,
220.40176,28.85,220.40176,35.53,,,,,,
220.60176,29.24,220.60176,35.57,,,,,,
220.80176,29.16,220.80176,35.48,,,,,,
221.00176,31.22,221.00176,35.97,,,,,,
221.20176,28.94,221.20176,36.01,,,,,,
221.40176,28.72,221.40176,36.01,,,,,,
221.60176,29.33,221.60176,36.1,,,,,,
221.80176,29.16,221.80176,36.23,,,,,,
222.00176,30.47,222.00176,35.83,,,,,,
222.20176,28.89,222.20176,35.83,,,,,,
222.40176,28.67,222.40176,36.14,,,,,,
222.60176,28.85,222.60176,36.19,,,,,,
222.80176,28.89,222.80176,35.7,,,,,,
223.00176,29.38,223.00176,36.05,,,,,,
223.20176,29.59,223.20176,35.7,,,,,,
223.40176,29.38,223.40176,35.83,,,,,,
223.60176,28.85,223.60176,35.66,,,,,,
223.80176,28.76,223.80176,35.44,,,,,,
224.00176,29.29,224.00176,35.62,,,,,,
224.20176,28.67,224.20176,35.48,,,,,,
224.40176,29.33,224.40176,35.62,,,,,,
224.60176,28.45,224.60176,35.7,,,,,,
224.80176,28.89,224.80176,35.44,,,,,,
225.00176,29.02,225.00176,35.57,,,,,,
225.20176,29.11,225.20176,35.48,,,,,,
225.40176,28.63,225.40176,35.53,,,,,,
225.60176,28.98,225.60176,36.85,,,,,,
225.80176,28.63,225.80176,35.4,,,,,,
226.00176,28.8,226.00176,35.35,,,,,,
226.20176,30.91,226.20176,35.35,,,,,,
226.40176,28.5,226.40176,35.31,,,,,,
226.60176,28.85,226.60176,35.31,,,,,,
226.80176,28.54,226.80176,35.48,,,,,,
227.00176,29.59,227.00176,35.62,,,,,,
227.20176,28.76,227.20176,35.48,,,,,,
227.40176,28.94,227.40176,35.26,,,,,,
227.60176,28.72,227.60176,37.9,,,,,,
227.80176,28.67,227.80176,35.53,,,,,,
228.00176,28.28,228.00176,35.31,,,,,,
228.20176,28.41,228.20176,35.13,,,,,,
228.40176,28.5,228.40176,35.35,,,,,,
228.60176,28.72,228.60176,35.22,,,,,,
228.80176,28.5,228.80176,35.09,,,,,,
229.00176,28.63,229.00176,35.09,,,,,,
229.20176,28.94,229.20176,34.91,,,,,,
229.40176,28.36,229.40176,35.22,,,,,,
229.60176,28.89,229.60176,35.09,,,,,,
229.80176,28.45,229.80176,35.18,,,,,,
230.00176,28.45,230.00176,35.13,,,,,,
230.20176,28.36,230.20176,35.04,,,,,,
230.40176,28.8,230.40176,35.04,,,,,,
230.60176,28.72,,,,,,,,
230.80176,28.41,,,,,,,,
231.00176,28.63,,,,,,,,
231.20176,30.61,,,,,,,,
231.40176,28.45,,,,,,,,
231.60176,28.8,,,,,,,,
231.80176,28.28,,,,,,,,
232.00176,29.9,,,,,,,,
232.20176,28.76,,,,,,,,
232.40176,28.63,,,,,,,,
232.60176,28.23,,,,,,,,
232.80176,28.23,,,,,,,,
233.00176,28.76,,,,,,,,
233.20176,28.54,,,,,,,,
233.40176,28.72,,,,,,,,
233.60176,28.19,,,,,,,,
233.80176,28.32,,,,,,,,
234.00176,28.41,,,,,,,,
234.20176,29.02,,,,,,,,
234.40176,30.78,,,,,,,,
234.60176,28.54,,,,,,,,
234.80176,28.36,,,,,,,,
235.00176,28.14,,,,,,,,
235.20176,27.97,,,,,,,,
235.40176,28.54,,,,,,,,
235.60176,28.45,,,,,,,,
235.80176,28.32,,,,,,,,
236.00176,28.14,,,,,,,,
236.20176,28.36,,,,,,,,
236.40176,29.73,,,,,,,,
236.60176,28.1,,,,,,,,
236.80176,28.23,,,,,,,,
237.00176,28.1,,,,,,,,
237.20176,28.32,,,,,,,,
237.40176,27.92,,,,,,,,
237.60176,28.1,,,,,,,,
237.80176,27.97,,,,,,,,
238.00176,28.14,,,,,,,,
238.20176,29.24,,,,,,,,
238.40176,29.55,,,,,,,,
238.60176,28.1,,,,,,,,
238.80176,27.62,,,,,,,,
239.00176,28.14,,,,,,,,
239.20176,27.97,,,,,,,,
239.40176,28.01,,,,,,,,
239.60176,27.75,,,,,,,,
239.80176,27.97,,,,,,,,
240.00176,27.97,,,,,,,,
240.20176,28.19,,,,,,,,
240.40176,28.41,,,,,,,,
240.60176,27.75,,,,,,,,
240.80176,28.41,,,,,,,,
241.00176,27.79,,,,,,,,
241.20176,27.97,,,,,,,,
241.40176,28.76,,,,,,,,
241.60176,27.92,,,,,,,,
241.80176,27.97,,,,,,,,
242.00176,27.97,,,,,,,,
242.20176,27.66,,,,,,,,
242.40176,27.71,,,,,,,,
242.60176,27.84,,,,,,,,
242.80176,27.75,,,,,,,,
243.00176,27.88,,,,,,,,
243.20176,29.86,,,,,,,,
243.40176,28.58,,,,,,,,
243.60176,28.23,,,,,,,,
243.80176,28.8,,,,,,,,
244.00176,29.33,,,,,,,,
244.20176,28.76,,,,,,,,
244.40176,28.19,,,,,,,,
244.60176,31.04,,,,,,,,
244.80176,28.28,,,,,,,,
245.00176,29.95,,,,,,,,
245.20176,28.19,,,,,,,,
245.40176,29.11,,,,,,,,
245.60176,28.41,,,,,,,,
245.80176,28.32,,,,,,,,
246.00176,28.41,,,,,,,,
246.20176,28.54,,,,,,,,
246.40176,28.23,,,,,,,,
246.60176,28.28,,,,,,,,
246.80176,28.32,,,,,,,,
247.00176,29.46,,,,,,,,
247.20176,29.68,,,,,,,,
247.40176,28.32,,,,,,,,
247.60176,28.01,,,,,,,,
247.80176,29.07,,,,,,,,
248.00176,28.41,,,,,,,,
248.20176,27.97,,,,,,,,
248.40176,28.8,,,,,,,,
248.60176,29.07,,,,,,,,
248.80176,28.23,,,,,,,,
249.00176,27.84,,,,,,,,
249.20176,28.41,,,,,,,,
249.40176,28.5,,,,,,,,
249.60176,27.92,,,,,,,,
249.80176,28.63,,,,,,,,
250.00176,28.06,,,,,,,,
250.20176,28.06,,,,,,,,
250.40176,28.28,,,,,,,,
250.60176,28.36,,,,,,,,
250.80176,28.32,,,,,,,,
251.00176,28.1,,,,,,,,
251.20176,28.19,,,,,,,,
251.40176,31.79,,,,,,,,
251.60176,28.14,,,,,,,,
251.80176,28.14,,,,,,,,
252.00176,28.06,,,,,,,,
252.20176,27.75,,,,,,,,
252.40176,27.88,,,,,,,,
252.60176,27.88,,,,,,,,
252.80176,28.1,,,,,,,,
253.00176,28.14,,,,,,,,
253.20176,28.28,,,,,,,,
253.40176,27.79,,,,,,,,
253.60176,27.84,,,,,,,,
253.80176,30.74,,,,,,,,
254.00176,27.79,,,,,,,,
254.20176,28.32,,,,,,,,
254.40176,29.29,,,,,,,,
254.60176,27.88,,,,,,,,
254.80176,27.97,,,,,,,,
255.00176,28.06,,,,,,,,
255.20176,27.62,,,,,,,,
255.40176,28.01,,,,,,,,
255.60176,28.23,,,,,,,,
255.80176,28.19,,,,,,,,
256.00176,28.54,,,,,,,,
256.20176,28.01,,,,,,,,
256.40176,28.45,,,,,,,,
256.60176,30.96,,,,,,,,
256.80176,27.79,,,,,,,,
257.00176,27.79,,,,,,,,
257.20176,27.84,,,,,,,,
257.40176,28.19,,,,,,,,
257.60176,27.88,,,,,,,,
257.80176,27.75,,,,,,,,
258.00176,28.32,,,,,,,,
258.20176,27.62,,,,,,,,
258.40176,27.79,,,,,,,,
258.60176,27.66,,,,,,,,
258.80176,28.85,,,,,,,,
259.00176,27.88,,,,,,,,
259.20176,28.36,,,,,,,,
259.40176,27.66,,,,,,,,
259.60176,27.66,,,,,,,,
259.80176,27.62,,,,,,,,
260.00176,27.92,,,,,,,,
260.20176,27.57,,,,,,,,
260.40176,27.88,,,,,,,,
260.60176,27.57,,,,,,,,
260.80176,27.75,,,,,,,,
261.00176,27.62,,,,,,,,
261.20176,27.66,,,,,,,,
261.40176,27.75,,,,,,,,
261.60176,27.97,,,,,,,,
261.80176,27.79,,,,,,,,
262.00176,27.57,,,,,,,,
262.20176,27.66,,,,,,,,
262.40176,27.97,,,,,,,,
262.60176,27.92,,,,,,,,
262.80176,27.31,,,,,,,,
263.00176,27.66,,,,,,,,
263.20176,27.75,,,,,,,,
263.40176,27.66,,,,,,,,
263.60176,27.35,,,,,,,,
263.80176,27.79,,,,,,,,
264.00176,27.35,,,,,,,,
264.20176,27.71,,,,,,,,
264.40176,28.28,,,,,,,,
264.60176,27.57,,,,,,,,
264.80176,27.88,,,,,,,,
265.00176,27.4,,,,,,,,
265.20176,27.79,,,,,,,,
265.40176,28.19,,,,,,,,
265.60176,27.66,,,,,,,,
265.80176,29.46,,,,,,,,
266.00176,27.84,,,,,,,,
266.20176,27.75,,,,,,,,
266.40176,27.79,,,,,,,,
266.60176,27.62,,,,,,,,
266.80176,27.79,,,,,,,,
267.00176,27.71,,,,,,,,
267.20176,29.33,,,,,,,,
267.40176,27.4,,,,,,,,
267.60176,27.88,,,,,,,,
267.80176,27.57,,,,,,,,
268.00176,27.4,,,,,,,,
268.20176,27.53,,,,,,,,
268.40176,27.31,,,,,,,,
268.60176,27.53,,,,,,,,
268.80176,27.31,,,,,,,,
269.00176,28.63,,,,,,,,
269.20176,27.57,,,,,,,,
269.40176,27.62,,,,,,,,
269.60176,27.84,,,,,,,,
269.80176,27.4,,,,,,,,
270.00176,27.62,,,,,,,,
270.20176,27.62,,,,,,,,
270.40176,27.57,,,,,,,,
270.60176,27.53,,,,,,,,
270.80176,27.31,,,,,,,,
271.00176,27.35,,,,,,,,
271.20176,27.27,,,,,,,,
271.40176,27.53,,,,,,,,
271.60176,27.49,,,,,,,,
271.80176,27.22,,,,,,,,
272.00176,27.31,,,,,,,,
272.20176,26.83,,,,,,,,
272.40176,26.39,,,,,,,,
272.60176,26.47,,,,,,,,
272.80176,26.61,,,,,,,,
