D-2_smoothed_normalized_wavelength_nm,D-2_smoothed_normalized_abs_au,P-2_smoothed_normalized_wavelength_nm,P-2_smoothed_normalized_abs_au,D-3_smoothed_normalized_wavelength_nm,D-3_smoothed_normalized_abs_au,P-3_smoothed_normalized_wavelength_nm,P-3_smoothed_normalized_abs_au,D-4_smoothed_normalized_wavelength_nm,D-4_smoothed_normalized_abs_au,P-4_smoothed_normalized_wavelength_nm,P-4_smoothed_normalized_abs_au,D-2_raw_wavelength_nm,D-2_raw_abs_au,P-2_raw_wavelength_nm,P-2_raw_abs_au,D-3_raw_wavelength_nm,D-3_raw_abs_au,P-3_raw_wavelength_nm,P-3_raw_abs_au,D-4_raw_wavelength_nm,D-4_raw_abs_au,P-4_raw_wavelength_nm,P-4_raw_abs_au
652.99091,-1.58E-04,652.99091,-0.00185,653.01739,-0.0024,653.01739,-0.00243,653.01648,0.01174,653.01648,0.01164,652.99091,-7.69E-05,652.99091,-8.99E-04,653.01739,-0.00267,653.01739,-0.00197,653.01648,0.01054,653.01648,0.01117
652.51654,-1.58E-04,652.51654,-0.00185,652.50641,-0.0024,652.50641,-0.00221,652.5058,0.01161,652.5058,0.01204,652.51654,0.00772,652.51654,1.30E-04,652.50641,-0.00129,652.50641,-0.00182,652.5058,0.01229,652.5058,0.01098
652.00568,-1.58E-04,652.00568,-0.00185,651.99542,-0.0024,651.99542,-0.00208,651.99506,0.01161,651.99506,0.01204,652.00568,-1.19E-04,652.00568,-0.00122,651.99542,-0.00236,651.99542,-0.00292,651.99506,0.01002,651.99506,0.01038
651.49475,5.85E-04,651.49475,-0.00103,651.48425,-0.00233,651.48425,-0.00223,651.48425,0.01161,651.48425,0.01204,651.49475,6.07E-04,651.49475,-5.01E-04,651.48425,-0.00163,651.48425,-0.00205,651.48425,0.01035,651.48425,0.01094
650.9837,5.85E-04,650.9837,-0.00186,651.00958,-0.00233,651.00958,-0.00223,651.00989,0.01161,651.00989,0.01204,650.9837,0.00106,650.9837,-2.53E-04,651.00958,-0.00197,651.00958,-0.00188,651.00989,0.01085,651.00989,0.01073
650.50909,7.72E-04,650.50909,-0.00103,650.49835,-0.002,650.49835,-0.00221,650.4989,0.01188,650.4989,0.01204,650.50909,2.85E-04,650.50909,-1.02E-04,650.49835,-0.00229,650.49835,-0.0022,650.4989,0.01059,650.4989,0.01093
649.99792,5.85E-04,649.99792,-0.00154,649.98694,-0.00233,649.98694,-0.00223,649.98792,0.01188,649.98792,0.01204,649.99792,3.76E-04,649.99792,-9.03E-04,649.98694,-0.00174,649.98694,-0.00218,649.98792,0.01088,649.98792,0.01093
649.48663,-1.56E-04,649.48663,-0.00186,649.51208,-0.00239,649.51208,-0.00223,649.51324,0.0118,649.51324,0.01161,649.48663,7.01E-04,649.48663,-8.84E-05,649.51208,-0.0017,649.51208,-0.00147,649.51324,0.01064,649.51324,0.01035
649.01172,-1.56E-04,649.01172,-0.00186,649.00061,-0.00239,649.00061,-0.00221,649.00208,0.01155,649.00208,0.01136,649.01172,-4.46E-04,649.01172,-7.50E-04,649.00061,-0.00314,649.00061,-0.00287,649.00208,0.01029,649.00208,0.01132
648.50043,-1.56E-04,648.50043,-0.00154,648.48907,-0.00239,648.48907,-0.00269,648.49084,0.01122,648.49084,0.01136,648.50043,-7.61E-05,648.50043,-9.53E-04,648.48907,-0.00236,648.48907,-0.00167,648.49084,0.01052,648.49084,0.0101
647.98889,-1.56E-04,647.98889,-0.00154,648.01392,-0.00239,648.01392,-0.00269,648.01605,0.01103,648.01605,0.01136,647.98889,4.02E-04,647.98889,-5.85E-04,648.01392,-8.59E-04,648.01392,-0.00193,648.01605,0.01,648.01605,0.01012
647.51386,8.27E-04,647.51386,-0.00196,647.50226,-8.72E-04,647.50226,-0.00197,647.50464,0.01103,647.50464,0.01133,647.51386,9.79E-04,647.51386,4.38E-04,647.50226,-1.52E-04,647.50226,-0.00265,647.50464,0.00983,647.50464,0.01097
647.0022,8.86E-04,647.0022,-0.0012,646.99042,-1.54E-04,646.99042,-0.00197,646.99316,0.01103,646.99316,0.01136,647.0022,0.0012,647.0022,-2.12E-04,646.99042,0.00255,646.99042,-0.00101,646.99316,0.00959,646.99316,0.0104
646.49048,0.001,646.49048,-0.00189,646.5152,-1.54E-04,646.5152,-0.00197,646.51813,0.01103,646.51813,0.01153,646.49048,6.71E-04,646.49048,-0.00117,646.5152,0.00239,646.5152,-0.00194,646.51813,0.01048,646.51813,0.00972
646.01526,0.001,646.01526,-0.00189,646.00323,-0.00113,646.00323,-0.00197,646.00641,0.01144,646.00641,0.01145,646.01526,4.31E-04,646.01526,-1.54E-04,646.00323,0.00101,646.00323,-0.0018,646.00641,0.01036,646.00641,0.01076
645.50342,0.001,645.50342,-0.00189,645.49121,-0.00152,645.49121,-0.00198,645.49475,0.01144,645.49475,0.01145,645.50342,4.88E-04,645.50342,-9.18E-04,645.49121,-0.00111,645.49121,-0.0019,645.49475,0.01099,645.49475,0.01028
644.99146,9.19E-04,644.99146,-8.82E-04,645.01563,-0.00152,645.01563,-0.00198,644.98297,0.011,644.98297,0.01153,644.99146,0.00136,644.99146,2.73E-04,645.01563,-0.00152,645.01563,-0.00212,644.98297,0.0102,644.98297,0.01021
644.51599,0.001,644.51599,-0.00177,644.50348,-0.00152,644.50348,-0.00198,644.50769,0.011,644.50769,0.01146,644.51599,6.65E-04,644.51599,-1.19E-04,644.50348,-0.0015,644.50348,-0.00196,644.50769,0.00975,644.50769,0.01033
644.00397,0.00137,644.00397,-8.82E-04,643.99127,-0.00154,643.99127,-0.00198,643.99573,0.011,643.99573,0.01145,644.00397,4.47E-04,644.00397,-4.29E-04,643.99127,-0.00101,643.99127,-2.38E-04,643.99573,0.0098,643.99573,0.01095
643.49182,9.19E-04,643.49182,-0.00148,643.51556,-0.0017,643.51556,-7.90E-04,643.4837,0.011,643.4837,0.01137,643.49182,0.0011,643.49182,-8.62E-04,643.51556,-0.00142,643.51556,-5.78E-04,643.4837,0.01009,643.4837,0.01022
643.01611,3.17E-04,643.01611,-0.00148,643.00317,-0.0017,643.00317,-7.40E-04,643.00818,0.0112,643.00818,0.01136,643.01611,7.79E-04,643.01611,-2.76E-04,643.00317,-0.00176,643.00317,-5.89E-04,643.00818,0.01019,643.00818,0.01013
642.50372,3.17E-04,642.50372,-0.00148,642.49072,-0.00174,642.49072,-7.90E-04,642.49603,0.01132,642.49603,0.01136,642.50372,1.54E-04,642.50372,-7.19E-04,642.49072,-0.00168,642.49072,-7.79E-04,642.49603,0.00998,642.49603,0.01013
641.99139,3.17E-04,641.99139,-0.00139,642.01477,-0.00179,642.01477,-0.00163,641.98383,0.01144,641.98383,0.01136,641.99139,-3.18E-04,641.99139,-6.75E-04,642.01477,-7.85E-04,642.01477,-7.30E-04,641.98383,0.01032,641.98383,0.0101
641.51556,3.17E-04,641.51556,-0.00139,641.5022,-0.00181,641.5022,-0.00193,641.50812,0.01158,641.50812,0.01136,641.51556,3.57E-04,641.51556,-5.68E-04,641.5022,-0.00172,641.5022,-0.00161,641.50812,0.01045,641.50812,0.0105
641.00299,7.34E-04,641.00299,-0.00117,640.9895,-0.0019,640.9895,-0.00211,640.99573,0.01158,640.99573,0.01178,641.00299,0.00382,641.00299,-5.21E-04,640.9895,-0.00178,640.9895,-0.00191,640.99573,0.01039,640.99573,0.01104
640.49048,0.00103,640.49048,-0.00107,640.51337,-0.00231,640.51337,-0.00246,640.48328,0.0115,640.48328,0.01178,640.49048,0.00285,640.49048,-3.38E-04,640.51337,-0.00187,640.51337,-0.00208,640.48328,0.01102,640.48328,0.01078
640.01434,0.00152,640.01434,-0.00107,640.00055,-0.00231,640.00055,-0.00246,640.00732,0.0115,640.00732,0.01188,640.01434,7.42E-04,640.01434,-2.53E-04,640.00055,-0.00228,640.00055,-0.00242,640.00732,0.01017,640.00732,0.01088
639.50159,0.00103,639.50159,-6.95E-04,639.48767,-0.00231,639.48767,-0.00248,639.49475,0.0115,639.49475,0.01177,639.50159,5.00E-04,639.50159,-5.22E-04,639.48767,-0.00291,639.48767,-0.00247,639.49475,0.01025,639.49475,0.01029
638.98883,9.42E-04,638.98883,-5.20E-04,639.01129,-0.00231,639.01129,-0.00248,638.98212,0.01141,638.98212,0.01177,638.98883,9.18E-04,638.98883,3.01E-05,639.01129,-0.00204,639.01129,-0.002,638.98212,0.01132,638.98212,0.01058
638.51251,9.42E-04,638.51251,-3.96E-04,638.49823,-0.0021,638.49823,-0.00251,638.50598,0.0115,638.50598,0.01177,638.51251,4.40E-04,638.51251,3.40E-05,638.49823,-0.00189,638.49823,-0.00244,638.50598,0.01042,638.50598,0.01049
637.99951,9.05E-04,637.99951,-3.96E-04,637.98511,-0.0021,637.98511,-0.00248,637.9931,0.01168,637.9931,0.01188,637.99951,4.58E-04,637.99951,1.60E-04,637.98511,-0.00194,637.98511,-0.00198,637.9931,0.0101,637.9931,0.01091
637.48651,9.05E-04,637.48651,-3.96E-04,637.50861,-0.0021,637.50861,-0.00251,637.51685,0.01168,637.51685,0.01181,637.48651,7.54E-04,637.48651,-1.93E-04,637.50861,-0.00207,637.50861,-0.00267,637.51685,0.01041,637.51685,0.01174
637.00995,7.81E-04,637.00995,-3.96E-04,636.9953,-0.0021,636.9953,-0.00251,637.00391,0.01168,637.00391,0.0119,637.00995,1.58E-04,637.00995,-0.001,636.9953,-0.00217,636.9953,-0.00129,637.00391,0.01064,637.00391,0.01061
636.49683,7.81E-04,636.49683,-0.00143,636.48199,-0.0021,636.48199,-0.00251,636.49084,0.01185,636.49084,0.0119,636.49683,5.66E-04,636.49683,-1.46E-04,636.48199,-8.49E-04,636.48199,-0.00247,636.49084,0.01057,636.49084,0.01053
635.98358,7.81E-04,635.98358,-0.00143,636.00525,-0.00154,636.00525,-0.00251,636.0144,0.01186,636.0144,0.01181,635.98358,3.80E-04,635.98358,1.01E-04,636.00525,-0.0015,636.00525,-0.00191,636.0144,0.01111,636.0144,0.01094
635.50684,0.00116,635.50684,-0.00143,635.49176,-0.00152,635.49176,-0.00251,635.50122,0.01186,635.50122,0.01181,635.50684,7.39E-04,635.50684,-6.97E-04,635.49176,-0.00151,635.49176,-0.00151,635.50122,0.01056,635.50122,0.01083
634.99341,7.81E-04,634.99341,-0.00143,635.01489,-0.00152,635.01489,-0.00197,634.98798,0.01206,634.98798,0.01171,634.99341,0.00118,634.99341,-7.74E-05,635.01489,-8.83E-04,635.01489,-0.00275,634.98798,0.01076,634.98798,0.01014
634.51666,7.63E-04,634.51666,-0.00237,634.50122,-0.00154,634.50122,-0.00197,634.51129,0.01206,634.51129,0.01171,634.51666,7.26E-04,634.51666,-0.00115,634.50122,0.00137,634.50122,-0.00117,634.51129,0.01075,634.51129,0.01055
634.00305,2.39E-04,634.00305,-0.00396,633.98749,-0.00116,633.98749,-0.00197,633.99786,0.01208,633.99786,0.01171,634.00305,3.71E-04,634.00305,-6.26E-04,633.98749,-7.02E-04,633.98749,-0.00194,633.99786,0.01094,633.99786,0.01044
633.4895,-8.01E-04,633.4895,-0.00396,633.51044,-0.00116,633.51044,-0.00194,633.48444,0.01218,633.48444,0.01184,633.4895,1.16E-04,633.4895,-0.00192,633.51044,-0.00159,633.51044,-0.00191,633.48444,0.0114,633.48444,0.01128
633.01245,-0.00109,633.01245,-0.00396,632.99658,-0.00116,632.99658,-0.00197,633.00757,0.01228,633.00757,0.01196,633.01245,-0.0013,633.01245,-0.00205,632.99658,-0.00114,632.99658,-0.00181,633.00757,0.01104,633.00757,0.01159
632.49872,-0.00109,632.49872,-0.00396,632.48267,-0.00161,632.48267,-0.00216,632.49396,0.01218,632.49396,0.01214,632.49872,-3.90E-04,632.49872,-0.00116,632.48267,-9.17E-04,632.48267,-0.00191,632.49396,0.01086,632.49396,0.01082
631.9848,-0.00109,631.9848,-0.00391,632.00537,-0.00142,632.00537,-0.00216,632.01691,0.01211,632.01691,0.01214,631.9848,-5.30E-04,631.9848,-0.0019,632.00537,-8.41E-04,632.00537,-0.00218,632.01691,0.01104,632.01691,0.01066
631.50757,-0.00109,631.50757,-0.00361,631.49133,-0.00173,631.49133,-0.00216,631.50311,0.01211,631.50311,0.01214,631.50757,-2.97E-04,631.50757,-0.00152,631.49133,-0.00197,631.49133,-0.00213,631.50311,0.01059,631.50311,0.01118
630.99365,-0.00109,630.99365,-0.00361,631.01392,-0.00173,631.01392,-0.00216,630.98932,0.01188,630.98932,0.01196,630.99365,-4.88E-04,630.99365,-0.00141,631.01392,-0.0014,631.01392,-0.00195,630.98932,0.01079,630.98932,0.01131
630.51624,-0.001,630.51624,-0.00313,630.49969,-0.00176,630.49969,-0.00216,630.51208,0.0117,630.51208,0.01242,630.51624,-8.38E-04,630.51624,-0.00176,630.49969,-0.00171,630.49969,-0.00212,630.51208,0.01098,630.51208,0.01139
630.00214,-0.001,630.00214,-0.0029,629.98541,-0.00176,629.98541,-0.00222,629.99811,0.01138,629.99811,0.01242,630.00214,-4.20E-04,630.00214,-0.00137,629.98541,-0.00115,629.98541,-0.00189,629.99811,0.01043,629.99811,0.01051
629.48792,-9.20E-04,629.48792,-0.00281,629.50775,-0.00176,629.50775,-0.00222,629.48407,0.01138,629.48407,0.01207,629.48792,6.37E-04,629.48792,-9.50E-04,629.50775,-0.00173,629.50775,-0.00219,629.48407,0.00987,629.48407,0.01107
629.01031,-9.20E-04,629.01031,-0.00212,628.99335,-0.00176,628.99335,-0.00226,629.00659,0.01138,629.00659,0.01207,629.01031,-4.47E-04,629.01031,-9.19E-04,628.99335,-0.0024,628.99335,-0.0032,629.00659,0.01014,629.00659,0.01114
628.49591,-9.20E-04,628.49591,-0.00204,628.51556,-0.00176,628.51556,-0.00226,628.49243,0.01138,628.49243,0.01242,628.49591,4.51E-04,628.49591,-0.00103,628.51556,-0.00141,628.51556,-0.00197,628.49243,0.01105,628.49243,0.01076
628.01831,-9.20E-04,628.01831,-0.00204,628.00098,-0.00224,628.00098,-0.00226,628.01489,0.01177,628.01489,0.0125,628.01831,-7.63E-04,628.01831,-9.92E-04,628.00098,-0.00167,628.00098,-0.00223,628.01489,0.01049,628.01489,0.01123
627.50378,-2.41E-04,627.50378,-0.00204,627.48633,-0.00194,627.48633,-0.00225,627.50055,0.01187,627.50055,0.01257,627.50378,-1.17E-04,627.50378,-1.03E-04,627.48633,-0.00146,627.48633,-0.00185,627.50055,0.01097,627.50055,0.01144
626.9892,-2.41E-04,626.9892,-2.25E-04,627.00842,-0.00201,627.00842,-0.00226,626.98614,0.01187,626.98614,0.01257,626.9892,-6.19E-05,626.9892,7.83E-05,627.00842,-0.0022,627.00842,-0.00222,626.98614,0.01058,626.98614,0.0112
626.51135,-1.27E-04,626.51135,-2.25E-04,626.49359,-0.00201,626.49359,-0.00225,626.50836,0.01213,626.50836,0.0123,626.51135,2.53E-04,626.51135,2.89E-04,626.49359,-0.00191,626.49359,-0.00204,626.50836,0.01081,626.50836,0.0115
625.99658,5.19E-04,625.99658,-2.25E-04,626.0155,-0.00201,626.0155,-0.00225,625.99377,0.01187,625.99377,0.0123,625.99658,5.62E-04,625.99658,-1.10E-04,626.0155,-0.00198,626.0155,-0.00252,625.99377,0.011,625.99377,0.01096
625.48181,5.19E-04,625.48181,-0.00106,625.50055,-0.00194,625.50055,-0.00207,625.51599,0.01107,625.51599,0.0123,625.48181,2.64E-04,625.48181,-5.49E-04,625.50055,-0.00156,625.50055,-0.00184,625.51599,0.01104,625.51599,0.01095
625.00378,5.43E-04,625.00378,-0.00113,624.98553,-0.00186,624.98553,-0.00205,625.00128,0.01104,625.00128,0.01228,625.00378,7.59E-04,625.00378,-5.07E-06,624.98553,-0.00164,624.98553,-0.00194,625.00128,0.00987,625.00128,0.01104
624.48877,-1.21E-04,624.48877,-0.00136,624.50732,-0.00183,624.50732,-0.00197,624.48645,0.01104,624.48645,0.01228,624.48877,-1.47E-04,624.48877,-5.16E-04,624.50732,-0.00183,624.50732,-0.00202,624.48645,0.00984,624.48645,0.01143
624.01056,-1.21E-04,624.01056,-0.00136,623.99213,-0.00186,623.99213,-0.00197,624.00836,0.01104,624.00836,0.01239,624.01056,9.63E-04,624.01056,-9.23E-04,623.99213,-0.00181,623.99213,-0.00118,624.00836,0.00969,624.00836,0.01046
623.49548,-1.21E-04,623.49548,-0.00136,623.51367,-0.00186,623.51367,-0.00173,623.49347,0.01104,623.49347,0.01244,623.49548,-5.91E-05,623.49548,-6.64E-04,623.51367,-0.00102,623.51367,-4.78E-04,623.49347,0.01055,623.49347,0.01108
623.01715,0.0011,623.01715,-0.00136,622.99841,-0.00191,622.99841,-0.00173,623.01526,0.01184,623.01526,0.01244,623.01715,0.00114,623.01715,-6.48E-04,622.99841,-0.00189,622.99841,-0.00153,623.01526,0.01071,623.01526,0.0114
622.50195,0.0011,622.50195,-0.00133,622.48303,-0.00191,622.48303,-0.00209,622.50018,0.01184,622.50018,0.01276,622.50195,0.00133,622.50195,3.33E-04,622.48303,-0.00149,622.48303,-0.00171,622.50018,0.01097,622.50018,0.01165
621.98669,0.00224,621.98669,-6.36E-04,622.00446,-0.00218,622.00446,-0.00274,621.98511,0.01146,621.98511,0.01276,621.98669,5.33E-04,621.98669,-1.32E-04,622.00446,-0.00215,622.00446,-0.0027,621.98511,0.01105,621.98511,0.01198
621.50812,0.0011,621.50812,-6.36E-04,621.48895,-0.00218,621.48895,-0.00274,621.50659,0.01136,621.50659,0.01211,621.50812,0.00111,621.50812,-2.47E-04,621.48895,-0.00117,621.48895,-0.00206,621.50659,0.01012,621.50659,0.01137
620.99261,1.50E-04,620.99261,-6.36E-04,621.01019,-0.00218,621.01019,-0.00274,620.99133,0.01136,620.99133,0.01192,620.99261,0.00109,620.99261,-3.10E-04,621.01019,-0.00218,621.01019,-0.00278,620.99133,0.01022,620.99133,0.01079
620.51398,1.50E-04,620.51398,-6.36E-04,620.49451,-0.00133,620.49451,-0.00273,620.51282,0.01136,620.51282,0.01192,620.51398,7.28E-05,620.51398,-5.55E-04,620.49451,-8.39E-04,620.49451,-0.00237,620.51282,0.01013,620.51282,0.01062
619.99841,1.38E-04,619.99841,-0.00114,620.01563,-0.00219,620.01563,-0.00282,619.99738,0.01146,619.99738,0.01162,619.99841,-1.31E-04,619.99841,6.89E-04,620.01563,-4.49E-04,620.01563,-0.0013,619.99738,0.0104,619.99738,0.01035
619.48273,1.38E-04,619.48273,-0.00114,619.49982,-0.00219,619.49982,-0.00273,619.48193,0.01145,619.48193,0.01162,619.48273,4.90E-04,619.48273,9.54E-05,619.49982,-0.00131,619.49982,-0.00269,619.48193,0.01031,619.48193,0.0108
619.00385,-2.70E-04,619.00385,-0.00141,618.98401,-0.00219,618.98401,-0.00273,619.00317,0.01154,619.00317,0.01162,619.00385,6.72E-05,619.00385,-6.86E-04,618.98401,-0.00215,618.98401,-0.00277,619.00317,0.01028,619.00317,0.01023
618.4881,1.38E-04,618.4881,-0.00141,618.50488,-0.00219,618.50488,-0.00273,618.48749,0.01154,618.48749,0.01212,618.4881,0.00104,618.4881,-1.92E-05,618.50488,-0.00225,618.50488,-0.00194,618.48749,0.01021,618.48749,0.01108
618.00909,1.38E-04,618.00909,-0.00141,617.98889,-0.00219,617.98889,-0.00223,618.00867,0.01154,618.00867,0.01214,618.00909,-3.78E-04,618.00909,-0.00113,617.98889,-0.00195,617.98889,-0.0022,618.00867,0.01039,618.00867,0.01128
617.49316,8.74E-04,617.49316,-0.00124,617.50964,-0.00197,617.50964,-0.00223,617.49292,0.01166,617.49292,0.01214,617.49316,4.25E-04,617.49316,-1.45E-04,617.50964,-0.00176,617.50964,-0.00218,617.49292,0.01045,617.49292,0.01082
617.01398,5.47E-04,617.01398,-0.00124,616.99347,-0.00178,616.99347,-0.00223,617.01386,0.01173,617.01386,0.01214,617.01398,6.98E-04,617.01398,2.19E-04,616.99347,-0.00171,616.99347,-0.00177,617.01386,0.01112,617.01386,0.01123
616.49792,5.47E-04,616.49792,-0.00113,616.51416,-0.00174,616.51416,-0.00221,616.49792,0.0119,616.49792,0.01214,616.49792,4.42E-04,616.49792,-6.02E-04,616.51416,-0.00147,616.51416,-0.00241,616.49792,0.0113,616.49792,0.01066
615.98181,4.75E-04,615.98181,-0.00113,615.99786,-0.00174,615.99786,-0.00233,615.98193,0.01202,615.98193,0.01233,615.98181,2.66E-04,615.98181,-5.48E-04,615.99786,-0.00124,615.99786,-0.00201,615.98193,0.0106,615.98193,0.01185
615.50244,4.75E-04,615.50244,-0.00113,615.51837,-0.00232,615.51837,-0.00244,615.50281,0.0119,615.50281,0.01233,615.50244,2.31E-04,615.50244,-3.64E-04,615.51837,-0.00112,615.51837,-0.00134,615.50281,0.01081,615.50281,0.01119
614.98621,4.75E-04,614.98621,-0.00113,615.00201,-0.00232,615.00201,-0.00233,614.98663,0.01168,614.98663,0.01256,614.98621,-4.30E-06,614.98621,-3.31E-04,615.00201,-0.00235,615.00201,-0.0023,614.98663,0.01072,614.98663,0.01099
614.50671,4.75E-04,614.50671,-8.78E-04,614.48547,-0.00232,614.48547,-0.00233,614.50732,0.01168,614.50732,0.01256,614.50671,3.80E-04,614.50671,-4.27E-04,614.48547,-0.00228,614.48547,-0.00295,614.50732,0.01038,614.50732,0.01159
613.9903,5.49E-04,613.9903,-0.001,614.00586,-0.00232,614.00586,-0.00233,613.99103,0.01168,613.99103,0.01264,613.9903,6.66E-04,613.9903,-8.43E-04,614.00586,-0.00207,614.00586,-0.00146,613.99103,0.01041,613.99103,0.01172
613.51074,7.81E-04,613.51074,-0.001,613.4892,-0.0021,613.4892,-0.002,613.5116,0.01168,613.5116,0.01264,613.51074,0.00111,613.51074,2.37E-04,613.4892,-0.00155,613.4892,-0.00177,613.5116,0.01102,613.5116,0.01185
612.99414,0.00111,612.99414,-0.001,613.0094,-0.0021,613.0094,-0.002,612.99524,0.01215,612.99524,0.01264,612.99414,2.67E-04,612.99414,-4.89E-04,613.0094,-0.00118,613.0094,-0.00189,612.99524,0.01082,612.99524,0.01126
612.51434,8.38E-04,612.51434,-6.64E-04,612.49261,-0.00196,612.49261,-0.00203,612.51556,0.01228,612.51556,0.01264,612.51434,5.39E-04,612.51434,-3.23E-04,612.49261,-0.00193,612.49261,-0.00197,612.51556,0.01121,612.51556,0.01058
611.99768,8.38E-04,611.99768,-6.64E-04,612.0127,-0.00196,612.0127,-0.00203,611.99908,0.01228,611.99908,0.01264,611.99768,9.54E-04,611.99768,6.93E-05,612.0127,-0.00241,612.0127,-0.00254,611.99908,0.01095,611.99908,0.01169
611.51782,0.00107,611.51782,-5.89E-04,611.49579,-0.00196,611.49579,-0.00203,611.48242,0.01257,611.48242,0.01263,611.51782,4.08E-04,611.51782,-2.86E-04,611.49579,-6.23E-04,611.49579,-0.002,611.48242,0.01138,611.48242,0.0116
611.00092,8.38E-04,611.00092,-5.89E-04,611.01569,-0.00171,611.01569,-0.00203,611.00262,0.01228,611.00262,0.01302,611.00092,6.71E-04,611.00092,2.55E-04,611.01569,-0.00117,611.01569,-0.00126,611.00262,0.01149,611.00262,0.01189
610.48413,8.38E-04,610.48413,-5.89E-04,610.49866,-0.00166,610.49866,-0.00203,610.4859,0.01259,610.4859,0.01302,610.48413,5.21E-04,610.48413,2.51E-04,610.49866,-0.00168,610.49866,-0.00188,610.4859,0.01124,610.4859,0.01125
610.00403,6.30E-04,610.00403,-7.56E-04,610.01849,-0.00166,610.01849,-0.00191,610.00598,0.01255,610.00598,0.01303,610.00403,2.72E-04,610.00403,-3.68E-04,610.01849,-0.00158,610.01849,-0.00183,610.00598,0.01085,610.00598,0.01161
609.48694,6.30E-04,609.48694,-7.56E-04,609.50128,-0.00171,609.50128,-0.00191,609.48907,0.01255,609.48907,0.01303,609.48694,8.77E-04,609.48694,1.36E-04,609.50128,-0.00164,609.50128,-0.00213,609.48907,0.01122,609.48907,0.01199
609.00671,6.30E-04,609.00671,-7.81E-04,608.98401,-0.00168,608.98401,-0.00185,609.00903,0.0124,609.00903,0.01303,609.00671,3.06E-04,609.00671,-4.39E-04,608.98401,-9.38E-04,608.98401,-9.09E-04,609.00903,0.01119,609.00903,0.01184
608.48956,6.30E-04,608.48956,-8.34E-04,608.5036,-0.00186,608.5036,-0.00209,608.492,0.0124,608.492,0.01293,608.48956,0.00103,608.48956,-1.04E-04,608.5036,-0.00186,608.5036,0.00299,608.492,0.01123,608.492,0.01217
608.00928,6.30E-04,608.00928,-8.34E-04,607.98621,-0.00186,607.98621,-0.00195,608.01178,0.0117,608.01178,0.01278,608.00928,5.79E-04,608.00928,-3.80E-04,607.98621,-0.00166,607.98621,-1.09E-04,608.01178,0.01106,608.01178,0.01152
607.49194,0.00119,607.49194,-7.81E-04,607.50568,-0.00186,607.50568,-0.00204,607.49469,0.0117,607.49469,0.01278,607.49194,2.69E-04,607.49194,-4.06E-04,607.50568,-0.00183,607.50568,-0.00206,607.49469,0.01043,607.49469,0.01137
607.01147,0.00119,607.01147,-7.81E-04,606.98822,-0.00175,606.98822,-0.00204,607.01434,0.0117,607.01434,0.01278,607.01147,8.18E-04,607.01147,1.06E-05,606.98822,-0.00161,606.98822,-0.00192,607.01434,0.01026,607.01434,0.01139
606.49402,9.03E-04,606.49402,-8.34E-04,606.50751,-0.00175,606.50751,-0.00204,606.49701,0.0117,606.49701,0.01278,606.49402,6.08E-04,606.49402,3.80E-04,606.50751,-0.00173,606.50751,-0.00201,606.49701,0.01148,606.49701,0.01142
606.01349,9.03E-04,606.01349,-8.67E-04,605.98981,-0.00166,605.98981,-0.00195,606.0166,0.01261,606.0166,0.01281,606.01349,6.02E-04,606.01349,-1.51E-05,605.98981,-0.00163,605.98981,-0.00185,606.0166,0.01157,606.0166,0.01207
605.49585,9.03E-04,605.49585,-8.67E-04,605.50903,-0.00175,605.50903,-0.00197,605.49915,0.01261,605.49915,0.01344,605.49585,4.39E-04,605.49585,-4.22E-04,605.50903,-0.00147,605.50903,-0.00167,605.49915,0.01124,605.49915,0.01223
605.01514,9.03E-04,605.01514,-9.79E-04,604.99115,-0.00176,604.99115,-0.00197,604.98163,0.01238,604.98163,0.01344,605.01514,1.43E-04,605.01514,-8.89E-04,604.99115,-0.00146,604.99115,-0.00179,604.98163,0.01173,604.98163,0.01198
604.49738,9.03E-04,604.49738,-9.79E-04,604.51038,-0.00176,604.51038,-0.00197,604.50104,0.01237,604.50104,0.01274,604.49738,0.00102,604.49738,-1.48E-04,604.51038,-0.00174,604.51038,-0.00194,604.50104,0.01104,604.50104,0.01219
604.0166,0.00171,604.0166,-9.79E-04,603.99243,-0.00176,603.99243,-0.00197,603.98334,0.01237,603.98334,0.01274,604.0166,8.31E-04,604.0166,-4.76E-04,603.99243,-0.00191,603.99243,-0.00226,603.98334,0.01051,603.98334,0.01123
603.49872,0.00171,603.49872,-6.86E-04,603.51135,-0.00176,603.51135,-0.00197,603.50262,0.01185,603.50262,0.01274,603.49872,0.00927,603.49872,-3.34E-04,603.51135,-0.00141,603.51135,-0.00176,603.50262,0.01102,603.50262,0.01136
603.01776,0.00159,603.01776,-6.86E-04,602.99323,-0.00145,602.99323,-0.00211,602.9848,0.01185,602.9848,0.0126,603.01776,0.00308,603.01776,-7.25E-05,602.99323,-0.00132,602.99323,-9.43E-04,602.9848,0.01147,602.9848,0.01167
602.49969,0.00159,602.49969,-5.05E-04,602.51215,-0.00143,602.51215,-0.00191,602.50391,0.01203,602.50391,0.0126,602.49969,7.72E-04,602.49969,5.09E-04,602.51215,-0.00143,602.51215,-0.00124,602.50391,0.01056,602.50391,0.01148
601.98163,5.97E-04,601.98163,-5.05E-04,601.99384,-0.00134,601.99384,-0.00191,601.98596,0.01203,601.98596,0.0126,601.98163,2.90E-04,601.98163,0.00173,601.99384,-7.65E-04,601.99384,-0.00208,601.98596,0.01072,601.98596,0.01093
