P-1_temperature_C,P-1_weight_mg,P-1_weight_percent,P-2_temperature_C,P-2_weight_mg,P-2_weight_percent,P-3_temperature_C,P-3_weight_mg,P-3_weight_percent,P-4_temperature_C,P-4_weight_mg,P-4_weight_percent
455.763,0.08494,2.12032,455.9649,0.05114,1.16878,444.857,-0.14388,0.02799,,,
455.8451,0.08482,2.11739,456.0481,0.05127,1.17161,444.9396,-0.14369,0.03035,,,
455.9286,0.08483,2.11761,456.1315,0.05138,1.17416,445.0222,-0.14357,0.03183,,,
456.0118,0.08486,2.11818,456.2162,0.05137,1.17391,445.1047,-0.14335,0.03446,,,
456.095,0.08483,2.11761,456.298,0.05126,1.17137,445.1887,-0.14329,0.03521,,,
456.1788,0.08479,2.11651,456.3816,0.05124,1.1711,445.2722,-0.14338,0.03416,,,
456.2631,0.08473,2.11502,456.4637,0.05121,1.17045,445.3552,-0.14348,0.03287,,,
456.3455,0.08462,2.11227,456.5498,0.05123,1.1709,445.439,-0.14345,0.03333,,,
456.4293,0.08466,2.11335,456.6324,0.05123,1.17089,445.523,-0.14347,0.03301,,,
456.5122,0.08467,2.11346,456.7166,0.05103,1.16625,445.6067,-0.14359,0.03161,,,
456.595,0.08468,2.11367,456.8002,0.05096,1.16455,445.6893,-0.14381,0.02887,,,
456.6793,0.08466,2.1133,456.8828,0.0509,1.1633,445.7737,-0.14391,0.02759,,,
456.7647,0.08448,2.10873,456.9659,0.05095,1.16436,445.8572,-0.14391,0.02756,,,
456.8459,0.08414,2.1002,457.0509,0.05095,1.16445,445.9404,-0.14378,0.02917,,,
456.9307,0.08382,2.09241,457.1331,0.05085,1.16217,446.0242,-0.14367,0.03051,,,
457.0166,0.08375,2.09068,457.2154,0.05051,1.1543,446.1084,-0.14358,0.03165,,,
457.0971,0.08382,2.09223,457.3003,0.05047,1.15347,446.1918,-0.14367,0.03062,,,
457.182,0.08394,2.09529,457.3844,0.05065,1.15749,446.2748,-0.14366,0.0307,,,
457.2647,0.08421,2.1021,457.4684,0.05081,1.16127,446.3559,-0.1434,0.03388,,,
457.3486,0.08446,2.1083,457.5515,0.05094,1.16407,446.4403,-0.14324,0.03585,,,
457.4314,0.0844,2.10679,457.634,0.05101,1.16566,446.5234,-0.14326,0.03562,,,
457.5152,0.08435,2.10555,457.7157,0.05105,1.16658,446.6067,-0.14315,0.03697,,,
457.5993,0.08421,2.10206,457.7989,0.05092,1.16379,446.6924,-0.14301,0.03873,,,
457.6816,0.08421,2.10201,457.8835,0.05087,1.16262,446.7742,-0.14311,0.03748,,,
457.7649,0.08422,2.10232,457.967,0.05081,1.16109,446.8568,-0.14318,0.03659,,,
457.851,0.08429,2.10416,458.0504,0.05083,1.16156,446.942,-0.1433,0.03519,,,
457.9316,0.08428,2.10383,458.1338,0.05079,1.1607,447.0243,-0.14328,0.03537,,,
458.0152,0.08452,2.1097,458.2182,0.05064,1.15729,447.1074,-0.14304,0.03838,,,
458.098,0.08462,2.11226,458.3013,0.05047,1.15346,447.1908,-0.14308,0.0378,,,
458.1829,0.08446,2.10839,458.3861,0.05037,1.15118,447.276,-0.14325,0.03577,,,
458.2656,0.08441,2.10693,458.469,0.05029,1.14933,447.359,-0.14338,0.0341,,,
458.3492,0.08455,2.11045,458.5523,0.05034,1.15052,447.4417,-0.14338,0.0342,,,
458.4316,0.08466,2.1132,458.6364,0.05043,1.15248,447.5256,-0.1434,0.03393,,,
458.5156,0.08454,2.11025,458.719,0.0505,1.15421,447.6082,-0.14332,0.03494,,,
458.5994,0.08436,2.10573,458.8028,0.05045,1.15303,447.692,-0.14326,0.03566,,,
458.6839,0.08433,2.10515,458.885,0.0503,1.14958,447.7728,-0.14332,0.03484,,,
458.7662,0.08429,2.10396,458.968,0.05029,1.14936,447.858,-0.14331,0.03502,,,
458.8489,0.0842,2.10177,459.0534,0.05043,1.15254,447.9404,-0.14333,0.03473,,,
458.9321,0.08411,2.09957,459.1363,0.05038,1.15132,448.0242,-0.14322,0.03613,,,
459.0163,0.08418,2.10133,459.2194,0.05036,1.15097,448.1076,-0.14317,0.03674,,,
459.0996,0.08426,2.10331,459.3034,0.0503,1.14958,448.19,-0.14326,0.03558,,,
459.1812,0.0843,2.10424,459.3856,0.05013,1.14567,448.2744,-0.14342,0.0337,,,
459.2654,0.08434,2.10526,459.4684,0.05017,1.14653,448.3565,-0.14334,0.03467,,,
459.3496,0.0844,2.10691,459.5523,0.04997,1.14193,448.4396,-0.14324,0.03588,,,
459.4328,0.0844,2.10684,459.6372,0.04987,1.13978,448.5232,-0.14318,0.03667,,,
459.5161,0.08449,2.10899,459.7184,0.04992,1.14094,448.6066,-0.14314,0.03716,,,
459.6008,0.08452,2.10971,459.8028,0.04982,1.13851,448.6902,-0.14286,0.0405,,,
459.6822,0.0844,2.10689,459.8861,0.04984,1.13896,448.772,-0.14273,0.04214,,,
459.7664,0.08439,2.10656,459.9686,0.04992,1.14089,448.8558,-0.14287,0.04045,,,
459.8498,0.08457,2.11113,460.0531,0.04991,1.14057,448.9382,-0.14314,0.03711,,,
459.9334,0.08449,2.10914,460.1371,0.04969,1.13572,449.0242,-0.14334,0.03461,,,
460.0184,0.08425,2.10299,460.2189,0.04974,1.13677,449.106,-0.1434,0.03387,,,
460.101,0.08392,2.09486,460.3028,0.04985,1.13926,449.1887,-0.14313,0.03726,,,
460.1844,0.08377,2.09113,460.3865,0.05002,1.14313,449.2723,-0.14277,0.04167,,,
460.2672,0.08381,2.09204,460.4691,0.05022,1.14783,449.3563,-0.14285,0.04073,,,
460.3512,0.08387,2.09363,460.5524,0.05042,1.1522,449.4399,-0.14309,0.03767,,,
460.434,0.08376,2.09089,460.6367,0.05043,1.15257,449.5226,-0.14331,0.03506,,,
460.5184,0.08349,2.08411,460.7199,0.05058,1.15586,449.606,-0.14344,0.03335,,,
460.6004,0.0835,2.08421,460.8022,0.05067,1.15796,449.6894,-0.14354,0.03217,,,
460.6837,0.08375,2.09054,460.8871,0.05076,1.16017,449.7735,-0.14346,0.03314,,,
460.7697,0.08388,2.09384,460.9694,0.05066,1.15775,449.855,-0.14343,0.03358,,,
460.852,0.08398,2.09637,461.0532,0.05056,1.15553,449.9404,-0.14342,0.0337,,,
460.934,0.08412,2.09973,461.136,0.05043,1.15258,450.0219,-0.14344,0.03339,,,
461.0186,0.08405,2.09812,461.2198,0.05048,1.15372,450.1062,-0.14347,0.0331,,,
461.1022,0.08396,2.0959,461.304,0.05037,1.15114,450.1903,-0.1436,0.03142,,,
461.1862,0.08385,2.09313,461.3859,0.05022,1.14768,450.272,-0.1437,0.03022,,,
461.2689,0.08368,2.08891,461.4702,0.05015,1.14609,450.3569,-0.14368,0.03041,,,
461.3522,0.08356,2.08577,461.5537,0.05026,1.14861,450.4411,-0.1439,0.0277,,,
461.436,0.08371,2.08969,461.6378,0.05028,1.14918,450.5234,-0.14414,0.02482,,,
461.519,0.08397,2.09596,461.7204,0.05025,1.14835,450.6082,-0.14433,0.02248,,,
461.6034,0.08403,2.09766,461.8046,0.05008,1.14454,450.6892,-0.14437,0.02199,,,
461.6863,0.08405,2.09811,461.8882,0.05011,1.14516,450.7736,-0.14416,0.02459,,,
461.7701,0.08404,2.09774,461.9708,0.0501,1.14502,450.859,-0.14392,0.02752,,,
461.8539,0.08392,2.09477,462.0547,0.05006,1.14405,450.9406,-0.14369,0.03032,,,
461.9374,0.08397,2.09602,462.1376,0.04998,1.14229,451.0246,-0.14376,0.02949,,,
462.0188,0.08393,2.09505,462.2216,0.04994,1.14126,451.1098,-0.14396,0.02706,,,
462.1034,0.08395,2.09566,462.3047,0.04983,1.13872,451.1931,-0.14392,0.02746,,,
462.1878,0.08392,2.09485,462.3868,0.04965,1.13459,451.2744,-0.14375,0.02959,,,
462.2706,0.08376,2.0907,462.47,0.04974,1.13663,451.3603,-0.14368,0.03044,,,
462.3554,0.08369,2.08915,462.5546,0.0498,1.13814,451.443,-0.14366,0.03064,,,
462.4376,0.08354,2.08539,462.6367,0.04987,1.1396,451.5264,-0.14379,0.02913,,,
462.5214,0.0834,2.08177,462.7211,0.04998,1.14214,451.6114,-0.14385,0.02832,,,
462.6048,0.08331,2.07963,462.8059,0.04993,1.14109,451.693,-0.14386,0.02825,,,
462.686,0.08333,2.0802,462.8882,0.04958,1.13319,451.7764,-0.1439,0.02773,,,
462.7718,0.08346,2.08327,462.9725,0.04918,1.12392,451.8612,-0.14393,0.02739,,,
462.8542,0.08342,2.08238,463.0535,0.04889,1.11742,451.9448,-0.14394,0.02726,,,
462.9376,0.08338,2.08134,463.1402,0.04872,1.11346,452.0269,-0.14388,0.02803,,,
463.0192,0.08339,2.08156,463.2227,0.04855,1.10963,452.1118,-0.14385,0.02834,,,
463.1038,0.08342,2.08234,463.3053,0.04819,1.10122,452.1921,-0.14398,0.02675,,,
463.1884,0.08352,2.08484,463.3904,0.04786,1.09373,452.2773,-0.14409,0.02543,,,
463.2714,0.0835,2.08433,463.4746,0.04775,1.09134,452.3604,-0.14394,0.0273,,,
463.355,0.08354,2.08542,463.5564,0.04778,1.09188,452.4438,-0.14379,0.0291,,,
463.4377,0.08343,2.08253,463.6403,0.04778,1.09197,452.5274,-0.14387,0.02816,,,
463.5193,0.0832,2.07678,463.7247,0.0478,1.09231,452.612,-0.14417,0.02436,,,
463.6055,0.08302,2.07238,463.8076,0.04774,1.09104,452.6946,-0.14408,0.02557,,,
463.6872,0.08301,2.07205,463.8917,0.0478,1.09231,452.7778,-0.1439,0.0277,,,
463.7716,0.08301,2.07203,463.9738,0.04804,1.09785,452.8614,-0.14382,0.02872,,,
463.854,0.08307,2.07367,464.058,0.04805,1.09809,452.9454,-0.14375,0.02956,,,
463.9378,0.08316,2.07587,464.1436,0.0481,1.09928,453.028,-0.14356,0.03193,,,
464.0214,0.08315,2.0757,464.2273,0.04796,1.09608,453.1104,-0.14354,0.03212,,,
464.1054,0.08337,2.08114,464.3108,0.04777,1.09182,453.1937,-0.14355,0.03205,,,
464.1885,0.08334,2.08031,464.3912,0.04745,1.08442,453.2782,-0.14361,0.03129,,,
464.2726,0.08312,2.07484,464.4762,0.04732,1.08153,453.3616,-0.14375,0.02961,,,
464.3554,0.08295,2.07066,464.5598,0.04718,1.07816,453.4441,-0.14375,0.02954,,,
464.4398,0.08295,2.07072,464.6434,0.04694,1.0727,453.5286,-0.14362,0.03125,,,
464.5246,0.08302,2.07235,464.7272,0.04707,1.07573,453.6112,-0.14345,0.03334,,,
464.605,0.08295,2.07051,464.8103,0.04761,1.08811,453.696,-0.14343,0.0335,,,
464.6904,0.08277,2.06614,464.8945,0.04764,1.08869,453.7776,-0.14348,0.03292,,,
464.7734,0.08269,2.06406,464.9776,0.04788,1.09427,453.86,-0.14359,0.03161,,,
464.8558,0.08257,2.06124,465.0614,0.04832,1.10424,453.9422,-0.14339,0.03408,,,
464.94,0.08276,2.06595,465.1454,0.04893,1.11825,454.026,-0.14345,0.0333,,,
465.0217,0.08263,2.06273,465.2274,0.0493,1.12676,454.1102,-0.1436,0.0314,,,
465.1062,0.0826,2.06189,465.3117,0.04921,1.12453,454.1944,-0.14348,0.03291,,,
465.1884,0.08264,2.06288,465.3956,0.04923,1.12516,454.277,-0.14326,0.03565,,,
465.2729,0.08266,2.06329,465.4774,0.04928,1.12634,454.3606,-0.14334,0.03464,,,
465.359,0.08265,2.06316,465.5602,0.04925,1.12547,454.4426,-0.14348,0.03295,,,
465.441,0.08274,2.06534,465.6446,0.04903,1.12045,454.5262,-0.14351,0.03254,,,
465.5244,0.08282,2.0674,465.73,0.04893,1.11814,454.6114,-0.14346,0.03311,,,
465.6071,0.08287,2.06861,465.8114,0.04905,1.12097,454.6934,-0.14329,0.03526,,,
465.6917,0.08278,2.06629,465.8963,0.04902,1.12032,454.7776,-0.14321,0.03623,,,
465.7763,0.08318,2.07637,465.9799,0.0489,1.11754,454.8611,-0.14331,0.03506,,,
465.859,0.08326,2.07826,466.0628,0.04891,1.11778,454.9449,-0.14331,0.03502,,,
465.9413,0.08333,2.08014,466.1458,0.04915,1.12337,455.0265,-0.14329,0.03529,,,
466.0256,0.08343,2.08255,466.23,0.04925,1.12555,455.1106,-0.14347,0.03303,,,
466.1084,0.08333,2.08007,466.3141,0.04899,1.1197,455.1937,-0.14367,0.03052,,,
466.1934,0.08333,2.08002,466.3968,0.04884,1.1161,455.2768,-0.14375,0.0296,,,
466.277,0.08328,2.07877,466.479,0.04904,1.12081,455.3603,-0.14395,0.02717,,,
466.3583,0.08335,2.08051,466.5627,0.04922,1.12481,455.4433,-0.14411,0.02521,,,
466.4426,0.08328,2.07879,466.6441,0.04913,1.12291,455.5266,-0.14408,0.02555,,,
466.5264,0.08301,2.07204,466.73,0.04898,1.11939,455.612,-0.14387,0.02816,,,
466.6085,0.0828,2.06683,466.8118,0.04908,1.12159,455.6953,-0.14369,0.03033,,,
466.6926,0.08284,2.06792,466.894,0.04911,1.12239,455.7786,-0.14353,0.03234,,,
466.776,0.08307,2.07366,466.9778,0.04893,1.11823,455.8618,-0.14345,0.03326,,,
466.86,0.08311,2.0745,467.0624,0.04895,1.11858,455.9458,-0.14337,0.03427,,,
466.9458,0.08293,2.07008,467.146,0.04922,1.12495,456.0284,-0.14332,0.03491,,,
467.0278,0.08286,2.06846,467.2289,0.04944,1.12978,456.1125,-0.14329,0.03528,,,
467.111,0.08301,2.07207,467.3132,0.04941,1.12912,456.1957,-0.14339,0.03404,,,
467.1944,0.08306,2.07331,467.396,0.0494,1.12904,456.2775,-0.14354,0.03218,,,
467.2764,0.08303,2.0726,467.4785,0.04963,1.13431,456.361,-0.14378,0.02923,,,
467.361,0.0831,2.07432,467.5617,0.0496,1.13364,456.4462,-0.14371,0.03008,,,
467.4443,0.08318,2.07647,467.645,0.04935,1.12791,456.5284,-0.1435,0.03262,,,
467.5288,0.0833,2.07934,467.7289,0.04928,1.12633,456.6101,-0.14327,0.03545,,,
467.6109,0.08336,2.08083,467.8132,0.04946,1.13026,456.6954,-0.14318,0.03663,,,
467.6941,0.08329,2.07918,467.8974,0.04963,1.13418,456.7762,-0.14311,0.03753,,,
467.7782,0.08325,2.07803,467.98,0.04962,1.13408,456.8604,-0.14309,0.03768,,,
467.8629,0.08311,2.07458,468.0626,0.04948,1.1307,456.9446,-0.143,0.03887,,,
467.945,0.08306,2.0734,468.1467,0.04935,1.1279,457.028,-0.143,0.03883,,,
468.0289,0.08304,2.07292,468.2309,0.04941,1.12925,457.1106,-0.14309,0.0377,,,
468.1106,0.08323,2.07765,468.3135,0.04942,1.1295,457.195,-0.14311,0.03741,,,
468.1946,0.0835,2.08432,468.3959,0.04944,1.1298,457.2773,-0.14304,0.03839,,,
468.279,0.08299,2.07154,468.4788,0.04955,1.13234,457.361,-0.14301,0.0387,,,
468.361,0.08256,2.06083,468.5622,0.0495,1.13123,457.445,-0.14308,0.03783,,,
468.4458,0.08242,2.05735,468.6465,0.04936,1.12795,457.5298,-0.14306,0.03813,,,
468.5284,0.08254,2.06034,468.7286,0.04929,1.12647,457.6125,-0.14312,0.03735,,,
468.6134,0.08265,2.06318,468.8142,0.04914,1.12293,457.6953,-0.14313,0.03725,,,
468.6948,0.08259,2.06153,468.8956,0.04918,1.12403,457.7774,-0.14328,0.03541,,,
468.7794,0.08276,2.06591,468.9798,0.04946,1.13026,457.8618,-0.14337,0.03428,,,
468.863,0.08292,2.06976,469.0631,0.04969,1.13561,457.9455,-0.1434,0.03392,,,
468.9463,0.0831,2.0744,469.1463,0.04958,1.13303,458.0289,-0.14329,0.03523,,,
469.03,0.08318,2.07635,469.2291,0.04949,1.13112,458.1119,-0.14315,0.03699,,,
469.1116,0.08302,2.07226,469.312,0.04953,1.13199,458.195,-0.14309,0.03776,,,
469.1979,0.08281,2.0672,469.3961,0.04942,1.12934,458.2781,-0.14299,0.03899,,,
469.2808,0.08259,2.06153,469.4795,0.0494,1.129,458.3622,-0.14283,0.04091,,,
469.3623,0.08259,2.06173,469.5639,0.04931,1.12685,458.4474,-0.14282,0.04101,,,
469.4467,0.08267,2.0637,469.6456,0.04925,1.12544,458.5314,-0.14281,0.0412,,,
469.5287,0.08271,2.06468,469.7296,0.04909,1.12186,458.6139,-0.14291,0.03988,,,
469.6135,0.08269,2.06408,469.8134,0.04882,1.11569,458.6977,-0.14277,0.04162,,,
469.6974,0.08283,2.0675,469.8966,0.04855,1.10951,458.7824,-0.14262,0.04357,,,
469.78,0.08316,2.0758,469.9799,0.04873,1.11362,458.865,-0.14266,0.04307,,,
469.8648,0.08328,2.07892,470.0641,0.04875,1.11412,458.9487,-0.14281,0.04123,,,
469.9466,0.08329,2.07906,470.1475,0.04856,1.10972,459.0332,-0.14288,0.04029,,,
470.029,0.08332,2.07975,470.2287,0.04842,1.10653,459.1152,-0.14294,0.03952,,,
470.1138,0.08331,2.07963,470.3128,0.04844,1.10692,459.2002,-0.14313,0.03717,,,
470.1954,0.0833,2.07936,470.3956,0.04843,1.1067,459.2832,-0.14317,0.03672,,,
470.2794,0.08321,2.07699,470.4792,0.04835,1.10496,459.3671,-0.14319,0.03652,,,
470.363,0.08314,2.07547,470.5626,0.04833,1.10446,459.4504,-0.14327,0.0355,,,
470.4467,0.08301,2.07199,470.6472,0.04846,1.10741,459.533,-0.14306,0.03804,,,
470.529,0.08295,2.07054,470.7296,0.04858,1.11026,459.6158,-0.14295,0.03949,,,
470.6118,0.08289,2.06916,470.8133,0.04858,1.11019,459.7003,-0.14312,0.03739,,,
470.6956,0.08295,2.0705,470.8966,0.04855,1.10946,459.7837,-0.14322,0.03611,,,
470.778,0.0829,2.06923,470.9805,0.04867,1.1122,459.8672,-0.14307,0.03799,,,
470.8613,0.08268,2.06391,471.0641,0.04871,1.11315,459.9508,-0.14283,0.04093,,,
470.9446,0.08255,2.06066,471.1484,0.04852,1.10885,460.034,-0.14299,0.03895,,,
471.0275,0.08261,2.06222,471.2318,0.04848,1.10785,460.1176,-0.14312,0.03734,,,
471.1119,0.0825,2.05945,471.3149,0.04865,1.11181,460.2006,-0.14307,0.03791,,,
471.1969,0.08242,2.05738,471.3976,0.04885,1.11647,460.2836,-0.14296,0.03935,,,
471.28,0.08234,2.05531,471.4817,0.0487,1.11287,460.3686,-0.14285,0.04074,,,
471.3626,0.08236,2.05598,471.5642,0.04847,1.10774,460.451,-0.14266,0.04296,,,
471.4466,0.08228,2.05385,471.65,0.04853,1.10917,460.5348,-0.14273,0.04214,,,
471.5306,0.08225,2.05317,471.7312,0.04864,1.1115,460.6182,-0.14276,0.04174,,,
471.6146,0.08223,2.0526,471.8149,0.0486,1.11069,460.7014,-0.14261,0.04366,,,
471.6974,0.08207,2.04869,471.8996,0.04866,1.11196,460.7848,-0.1422,0.04863,,,
471.7816,0.08223,2.05253,471.9834,0.04885,1.1163,460.8681,-0.14206,0.05037,,,
471.8648,0.08249,2.05903,472.066,0.04894,1.11857,460.9506,-0.14205,0.05055,,,
471.9466,0.08282,2.0673,472.151,0.04893,1.11818,461.0341,-0.1421,0.04991,,,
472.0297,0.08279,2.06667,472.2334,0.04884,1.11611,461.118,-0.14211,0.04983,,,
472.1127,0.08252,2.05995,472.3154,0.04902,1.12038,461.2011,-0.14197,0.05156,,,
472.1966,0.08241,2.05701,472.3994,0.04903,1.12043,461.2846,-0.14171,0.05472,,,
472.2807,0.08241,2.05713,472.4812,0.04888,1.11706,461.3668,-0.14184,0.05309,,,
472.3641,0.08246,2.05843,472.5668,0.04879,1.11493,461.4496,-0.14202,0.05092,,,
472.4463,0.08259,2.06153,472.6498,0.04872,1.11337,461.5332,-0.14192,0.0521,,,
472.5308,0.08257,2.06105,472.7314,0.04885,1.11648,461.615,-0.14211,0.04984,,,
472.614,0.08262,2.06235,472.817,0.04858,1.11019,461.6977,-0.14216,0.04921,,,
472.6974,0.08256,2.06099,472.8997,0.0484,1.10618,461.7841,-0.14216,0.04916,,,
472.7812,0.08262,2.06231,472.9838,0.04837,1.10536,461.8671,-0.14204,0.05068,,,
472.864,0.08272,2.06475,473.0649,0.04837,1.10536,461.9512,-0.14197,0.05146,,,
472.9468,0.08284,2.06786,473.1489,0.04818,1.10114,462.033,-0.14193,0.052,,,
473.0301,0.08287,2.06872,473.2325,0.048,1.09704,462.1156,-0.14175,0.05421,,,
473.114,0.08279,2.06673,473.3166,0.04803,1.09766,462.1996,-0.1417,0.05483,,,
473.1954,0.08258,2.06131,473.3988,0.04827,1.10311,462.284,-0.14195,0.05178,,,
473.279,0.08234,2.05547,473.4835,0.04845,1.10715,462.3669,-0.14191,0.05225,,,
473.3634,0.08222,2.05246,473.5671,0.0486,1.11078,462.4489,-0.14194,0.05194,,,
473.4484,0.08225,2.05312,473.6494,0.04861,1.11086,462.5343,-0.14199,0.05127,,,
473.5305,0.08225,2.05322,473.7342,0.04926,1.12588,462.6171,-0.1419,0.05232,,,
473.613,0.08223,2.05262,473.818,0.04973,1.13652,462.6984,-0.14196,0.05168,,,
473.6963,0.08212,2.04992,473.9004,0.04987,1.13975,462.7843,-0.14203,0.05072,,,
473.7813,0.08199,2.04671,473.9852,0.04979,1.13786,462.8661,-0.14199,0.05125,,,
473.8642,0.08183,2.04261,474.0672,0.04995,1.1416,462.9498,-0.14192,0.05213,,,
473.947,0.08194,2.04537,474.1511,0.05004,1.14353,463.0333,-0.14168,0.05504,,,
474.0299,0.08214,2.0503,474.2343,0.05002,1.14304,463.1156,-0.14161,0.05592,,,
474.1129,0.08229,2.0541,474.317,0.04998,1.14229,463.1996,-0.14179,0.05376,,,
474.197,0.0824,2.0569,474.4019,0.05008,1.14462,463.282,-0.14184,0.05314,,,
474.281,0.08245,2.05813,474.4848,0.05011,1.14514,463.3656,-0.14183,0.05329,,,
474.3656,0.08246,2.05828,474.5686,0.05012,1.14537,463.4485,-0.14185,0.05299,,,
474.449,0.0824,2.05678,474.6516,0.05026,1.14857,463.5335,-0.14197,0.05158,,,
474.5322,0.08236,2.05589,474.7337,0.05045,1.15286,463.615,-0.142,0.05114,,,
474.6168,0.08224,2.05289,474.8182,0.05038,1.15127,463.6992,-0.14194,0.05191,,,
474.6994,0.08235,2.05555,474.9022,0.04997,1.14205,463.7836,-0.14189,0.05255,,,
474.7828,0.08243,2.05753,474.9867,0.04962,1.13404,463.8678,-0.1418,0.05357,,,
474.8658,0.08243,2.05759,475.068,0.04928,1.12617,463.9502,-0.142,0.0512,,,
474.9484,0.0824,2.05696,475.1518,0.04908,1.12166,464.0361,-0.14214,0.04942,,,
475.0332,0.08253,2.06024,475.234,0.0489,1.11761,464.1185,-0.14209,0.05003,,,
475.1172,0.08258,2.06147,475.318,0.04883,1.116,464.2008,-0.14204,0.05061,,,
475.2006,0.08272,2.06497,475.4002,0.04876,1.11439,464.2846,-0.1422,0.04866,,,
475.2844,0.08281,2.06709,475.4848,0.04878,1.11478,464.3658,-0.14229,0.04754,,,
475.3672,0.08271,2.06456,475.569,0.04894,1.11852,464.4518,-0.14227,0.04778,,,
475.4496,0.0826,2.06181,475.6504,0.04904,1.12074,464.5356,-0.14195,0.0518,,,
475.5337,0.08259,2.06167,475.734,0.04906,1.12118,464.6187,-0.14158,0.0563,,,
475.6174,0.08242,2.05744,475.8164,0.04917,1.12377,464.703,-0.14138,0.05879,,,
475.6996,0.08252,2.0598,475.9029,0.04932,1.12707,464.7858,-0.14125,0.06041,,,
475.7824,0.08257,2.06111,475.9836,0.04938,1.12856,464.8697,-0.14138,0.05879,,,
475.8658,0.08255,2.06057,476.0693,0.04932,1.12709,464.9531,-0.14137,0.05888,,,
475.9521,0.08238,2.05639,476.151,0.04918,1.124,465.0363,-0.14127,0.06009,,,
476.0328,0.08224,2.05281,476.2347,0.0492,1.12437,465.1199,-0.14132,0.05958,,,
476.1188,0.08229,2.05416,476.3174,0.04908,1.12173,465.2022,-0.14134,0.05922,,,
476.2006,0.08233,2.05507,476.4026,0.0488,1.11525,465.286,-0.1413,0.05978,,,
476.2848,0.08231,2.05466,476.4836,0.04877,1.11447,465.3694,-0.14121,0.06088,,,
476.3672,0.08227,2.0536,476.568,0.04882,1.1158,465.4533,-0.14117,0.06133,,,
476.452,0.08215,2.05061,476.652,0.04885,1.11648,465.5374,-0.14122,0.06074,,,
476.5346,0.08205,2.04801,476.7344,0.04884,1.11617,465.6194,-0.14134,0.05925,,,
476.6178,0.08207,2.0487,476.8186,0.04892,1.11802,465.7043,-0.14183,0.0533,,,
476.7012,0.08203,2.04761,476.9017,0.04901,1.12013,465.7873,-0.14235,0.0468,,,
476.7832,0.08188,2.04384,476.9846,0.04899,1.1196,465.8702,-0.14264,0.04321,,,
476.8664,0.08195,2.0456,477.0678,0.04883,1.11595,465.953,-0.14254,0.04454,,,
476.9512,0.08203,2.04772,477.1516,0.04871,1.11323,466.0377,-0.14254,0.04446,,,
477.0356,0.08208,2.04885,477.2347,0.04867,1.1122,466.1212,-0.14244,0.04578,,,
477.1184,0.0822,2.0518,477.318,0.04865,1.11185,466.2056,-0.14225,0.04808,,,
477.2011,0.08223,2.05274,477.4026,0.0486,1.11068,466.2875,-0.1421,0.0499,,,
477.286,0.08205,2.04811,477.487,0.04868,1.11254,466.372,-0.14213,0.0495,,,
477.3682,0.08187,2.04374,477.5691,0.04871,1.11329,466.456,-0.14216,0.04923,,,
477.4512,0.08183,2.04262,477.6533,0.0488,1.11529,466.5368,-0.14232,0.04725,,,
477.5348,0.08184,2.04301,477.7375,0.04878,1.11492,466.6211,-0.14256,0.04429,,,
477.6182,0.08189,2.04404,477.821,0.0486,1.11063,466.7054,-0.14255,0.04441,,,
477.7026,0.08203,2.04771,477.9034,0.04854,1.10926,466.7884,-0.1425,0.045,,,
477.7846,0.08201,2.04717,477.9871,0.04859,1.11051,466.8716,-0.14257,0.04416,,,
477.8691,0.08175,2.04066,478.0699,0.04857,1.11007,466.9554,-0.14252,0.04468,,,
477.9504,0.08154,2.03545,478.1535,0.04854,1.1093,467.0381,-0.14244,0.0457,,,
478.0366,0.08156,2.03596,478.2354,0.04866,1.11217,467.1206,-0.14266,0.04305,,,
478.119,0.08162,2.03748,478.3207,0.04878,1.11476,467.205,-0.14253,0.04461,,,
478.2029,0.08168,2.03886,478.4026,0.0487,1.11291,467.2881,-0.14201,0.05096,,,
478.2862,0.08174,2.04028,478.4872,0.04866,1.11211,467.3727,-0.14163,0.05575,,,
478.368,0.08194,2.04535,478.5696,0.04868,1.11241,467.4552,-0.14178,0.05382,,,
478.4515,0.082,2.04694,478.6542,0.04864,1.11167,467.5372,-0.14196,0.05161,,,
478.5359,0.08212,2.04998,478.7371,0.04874,1.114,467.6202,-0.14193,0.05204,,,
478.62,0.08221,2.05201,478.8213,0.04884,1.1161,467.7032,-0.14185,0.05294,,,
478.7024,0.08232,2.05492,478.9039,0.04889,1.11728,467.7868,-0.14189,0.05251,,,
478.7866,0.08217,2.05111,478.9875,0.04893,1.11828,467.8717,-0.14189,0.0525,,,
478.87,0.08189,2.04426,479.0698,0.0489,1.11757,467.9518,-0.14197,0.05145,,,
478.9528,0.08162,2.03732,479.1554,0.04874,1.11393,468.0371,-0.14226,0.04796,,,
479.0377,0.08144,2.033,479.2366,0.04864,1.11161,468.1187,-0.14254,0.04453,,,
479.1204,0.08139,2.03174,479.3204,0.04872,1.11343,468.2033,-0.14235,0.0468,,,
479.2044,0.08152,2.03494,479.4034,0.04879,1.11497,468.2848,-0.14217,0.04903,,,
479.2862,0.08153,2.03515,479.4879,0.04867,1.11238,468.368,-0.14221,0.04861,,,
479.3717,0.08147,2.03356,479.5711,0.04852,1.10892,468.4535,-0.14214,0.04938,,,
479.4537,0.08143,2.03268,479.6547,0.04855,1.10947,468.536,-0.14212,0.04966,,,
479.5376,0.08149,2.03415,479.7394,0.04887,1.11685,468.6188,-0.14249,0.04507,,,
