P-3_conc_1_wavelength_nm,P-3_conc_1_abs_au,P-3_conc_2_wavelength_nm,P-3_conc_2_abs_au,P-3_conc_3_wavelength_nm,P-3_conc_3_abs_au,P-3_conc_4_wavelength_nm,P-3_conc_4_abs_au,P-3_conc_5_wavelength_nm,P-3_conc_5_abs_au,P-3_conc_1_em_wavelength_nm,P-3_conc_1_em_intensity,P-3_conc_2_em_wavelength_nm,P-3_conc_2_em_intensity,P-3_conc_3_em_wavelength_nm,P-3_conc_3_em_intensity,P-3_conc_4_em_wavelength_nm,P-3_conc_4_em_intensity,P-3_conc_5_em_wavelength_nm,P-3_conc_5_em_intensity,2-AP_conc_1_wavelength_nm,2-AP_conc_1_abs_au,2-AP_conc_2_wavelength_nm,2-AP_conc_2_abs_au,2-AP_conc_3_wavelength_nm,2-AP_conc_3_abs_au,2-AP_conc_4_wavelength_nm,2-AP_conc_4_abs_au,2-AP_conc_5_wavelength_nm,2-AP_conc_5_abs_au,2-AP_conc_1_em_wavelength_nm,2-AP_conc_1_em_intensity,2-AP_conc_2_em_wavelength_nm,2-AP_conc_2_em_intensity,2-AP_conc_3_em_wavelength_nm,2-AP_conc_3_em_intensity,2-AP_conc_4_em_wavelength_nm,2-AP_conc_4_em_intensity,2-AP_conc_5_em_wavelength_nm,2-AP_conc_5_em_intensity,ACN_em_background_wavelength_nm,ACN_em_background_intensity
659.4984131,-0.001311111,659.4984131,-0.002939734,659.4984131,1.96E-05,659.4984131,-0.002185429,659.4984131,0.001769463,450.5,1.32E+03,450.5,1.05E+03,450.5,8.60E+02,450.5,7.79E+02,450.5,5.08E+02,459.4830933,-9.33E-05,459.4830933,0.000658313,459.4830933,-0.001043968,459.4830933,-0.000880369,459.4830933,-0.000236896,450.5,2.47E+03,450.5,2.06E+03,450.5,1.74E+03,450.5,1.20E+03,450.5,7.35E+02,450.5,7.00E+01
658.9883423,-0.000803327,658.9883423,-0.001733433,658.9883423,0.000439429,658.9883423,-0.001350285,658.9883423,0.002801178,451,1.20E+03,451,1.11E+03,451,8.67E+02,451,8.81E+02,451,5.18E+02,458.9854431,-9.59E-05,458.9854431,0.000706459,458.9854431,-0.001007348,458.9854431,-0.001217469,458.9854431,-3.31E-06,451,2.39E+03,451,2.02E+03,451,1.62E+03,451,1.23E+03,451,7.78E+02,451,7.08E+01
658.5145874,-0.000970209,658.5145874,-0.001943409,658.5145874,3.17E-05,658.5145874,-0.001628845,658.5145874,0.002870721,451.5,1.22E+03,451.5,1.07E+03,451.5,8.79E+02,451.5,8.13E+02,451.5,5.07E+02,458.487793,-0.000282324,458.487793,0.000833707,458.487793,-0.00141464,458.487793,-0.000367529,458.487793,5.06E-05,451.5,2.32E+03,451.5,1.96E+03,451.5,1.56E+03,451.5,1.26E+03,451.5,6.86E+02,451.5,5.40E+01
658.0043335,-0.00124101,658.0043335,-0.002488986,658.0043335,-0.000403065,658.0043335,-0.001567617,658.0043335,0.001642902,452,1.14E+03,452,1.03E+03,452,8.57E+02,452,7.64E+02,452,4.89E+02,457.9899902,-0.000264319,457.9899902,0.000886852,457.9899902,-0.001436519,457.9899902,-0.001268629,457.9899902,-0.000118749,452,2.27E+03,452,1.94E+03,452,1.59E+03,452,1.14E+03,452,7.16E+02,452,5.04E+01
657.4940796,-0.000840015,657.4940796,-0.001679646,657.4940796,-8.67E-05,657.4940796,-0.001350027,657.4940796,0.002723859,452.5,1.14E+03,452.5,1.00E+03,452.5,7.97E+02,452.5,7.99E+02,452.5,5.02E+02,457.492218,7.01E-05,457.492218,0.000890976,457.492218,-0.001617446,457.492218,-0.001669796,457.492218,-2.17E-06,452.5,2.26E+03,452.5,1.89E+03,452.5,1.47E+03,452.5,1.13E+03,452.5,6.91E+02,452.5,6.80E+01
656.9836426,-0.001210087,656.9836426,-0.00152062,656.9836426,0.000380431,656.9836426,-0.001273739,656.9836426,0.002944522,453,1.16E+03,453,1.03E+03,453,8.15E+02,453,7.66E+02,453,5.36E+02,456.9944153,0.0008709,456.9944153,0.000761404,456.9944153,-0.000633382,456.9944153,-0.001105063,456.9944153,-0.000454941,453,2.22E+03,453,1.80E+03,453,1.51E+03,453,1.12E+03,453,6.67E+02,453,6.94E+01
656.5095825,-0.00091576,656.5095825,-0.002340452,656.5095825,-0.000374046,656.5095825,-0.001621211,656.5095825,0.002297675,453.5,1.16E+03,453.5,9.78E+02,453.5,8.00E+02,453.5,7.74E+02,453.5,5.35E+02,456.4964905,0.000325198,456.4964905,0.000442513,456.4964905,-0.000835675,456.4964905,-0.001135633,456.4964905,-0.000419719,453.5,2.10E+03,453.5,1.84E+03,453.5,1.50E+03,453.5,1.05E+03,453.5,6.91E+02,453.5,5.41E+01
655.9990234,-0.00119816,655.9990234,-0.003058453,655.9990234,8.95E-05,655.9990234,-0.001755554,655.9990234,0.002905092,454,1.13E+03,454,1.00E+03,454,7.67E+02,454,7.39E+02,454,5.33E+02,455.9985962,-0.000317867,455.9985962,9.62E-05,455.9985962,-0.000936889,455.9985962,-0.001840418,455.9985962,-0.000975168,454,2.10E+03,454,1.75E+03,454,1.40E+03,454,1.08E+03,454,6.23E+02,454,5.71E+01
655.4884644,-0.000634984,655.4884644,-0.001673664,655.4884644,0.000403672,655.4884644,-0.001224181,655.4884644,0.003350055,454.5,1.11E+03,454.5,1.01E+03,454.5,7.37E+02,454.5,7.51E+02,454.5,4.76E+02,455.5006104,-0.000306071,455.5006104,0.001009431,455.5006104,-0.00090243,455.5006104,-0.000529925,455.5006104,-8.56E-05,454.5,2.05E+03,454.5,1.68E+03,454.5,1.39E+03,454.5,1.04E+03,454.5,6.06E+02,454.5,6.88E+01
655.0141602,-0.001332531,655.0141602,-0.001461287,655.0141602,0.000214518,655.0141602,-0.001300736,655.0141602,0.002373825,455,1.06E+03,455,1.01E+03,455,7.79E+02,455,7.83E+02,455,4.91E+02,455.002594,6.75E-05,455.002594,0.001340293,455.002594,-0.000479351,455.002594,-0.00095559,455.002594,0.000126135,455,2.04E+03,455,1.71E+03,455,1.28E+03,455,9.99E+02,455,5.95E+02,455,6.01E+01
654.503418,-0.001635395,654.503418,-0.002092439,654.503418,-8.67E-05,654.503418,-0.002247496,654.503418,0.002328201,455.5,1.10E+03,455.5,9.97E+02,455.5,7.65E+02,455.5,6.85E+02,455.5,4.63E+02,454.5045166,0.000196182,454.5045166,0.001314484,454.5045166,-0.001010757,454.5045166,-0.000913435,454.5045166,-0.000482505,455.5,1.84E+03,455.5,1.58E+03,455.5,1.33E+03,455.5,9.62E+02,455.5,5.87E+02,455.5,7.70E+01
653.9925537,-0.001361536,653.9925537,-0.00150019,653.9925537,-0.000811698,653.9925537,-0.001604087,653.9925537,0.003111117,456,1.03E+03,456,9.49E+02,456,7.68E+02,456,7.28E+02,456,5.09E+02,454.0064392,-0.000382943,454.0064392,0.000629796,454.0064392,-0.001448903,454.0064392,-0.001059772,454.0064392,-0.000548643,456,1.89E+03,456,1.56E+03,456,1.26E+03,456,9.62E+02,456,5.92E+02,456,5.95E+01
653.5181274,-0.000838103,653.5181274,-0.001351318,653.5181274,0.000497347,653.5181274,-0.000154822,653.5181274,0.003375151,456.5,1.03E+03,456.5,9.83E+02,456.5,7.06E+02,456.5,7.10E+02,456.5,4.88E+02,453.5082703,-0.00039303,453.5082703,0.000822088,453.5082703,-0.000775472,453.5082703,-0.000392668,453.5082703,0.000404838,456.5,1.90E+03,456.5,1.57E+03,456.5,1.26E+03,456.5,9.50E+02,456.5,5.73E+02,456.5,6.10E+01
653.0070801,-0.000432494,653.0070801,-0.00191336,653.0070801,0.000519194,653.0070801,-0.001804484,653.0070801,0.003186289,457,1.00E+03,457,9.16E+02,457,7.62E+02,457,6.78E+02,457,4.76E+02,453.0101318,0.000307064,453.0101318,0.001141906,453.0101318,-0.001474754,453.0101318,-0.000988908,453.0101318,0.000182405,457,1.83E+03,457,1.50E+03,457,1.17E+03,457,8.88E+02,457,5.49E+02,457,8.61E+01
652.4959717,-0.001520569,652.4959717,-0.002970895,652.4959717,-0.000972792,652.4959717,-0.001663195,652.4959717,0.00270763,457.5,1.07E+03,457.5,8.49E+02,457.5,7.48E+02,457.5,6.96E+02,457.5,4.80E+02,452.5118103,0.00017909,452.5118103,0.000261242,452.5118103,-0.001767568,452.5118103,-0.001494154,452.5118103,-0.000251539,457.5,1.80E+03,457.5,1.46E+03,457.5,1.16E+03,457.5,9.32E+02,457.5,5.15E+02,457.5,5.95E+01
651.9848633,-0.001246896,651.9848633,-0.002230963,651.9848633,-0.000187167,651.9848633,-0.001598309,651.9848633,0.003020213,458,1.04E+03,458,8.97E+02,458,7.12E+02,458,7.23E+02,458,4.65E+02,452.0135498,0.000397765,452.0135498,0.000374472,452.0135498,-0.001659275,452.0135498,-0.001578141,452.0135498,0.000133592,458,1.74E+03,458,1.46E+03,458,1.19E+03,458,8.54E+02,458,5.31E+02,458,8.31E+01
651.5101318,-0.001909236,651.5101318,-0.003097059,651.5101318,-0.000827769,651.5101318,-0.001620076,651.5101318,0.002334369,458.5,1.04E+03,458.5,8.31E+02,458.5,7.63E+02,458.5,6.93E+02,458.5,4.94E+02,451.5151978,-3.11E-06,451.5151978,0.000661165,451.5151978,-0.000858617,451.5151978,-0.001467014,451.5151978,-0.000380305,458.5,1.61E+03,458.5,1.43E+03,458.5,1.12E+03,458.5,8.22E+02,458.5,5.47E+02,458.5,6.18E+01
650.9988403,-0.00185908,650.9988403,-0.002656766,650.9988403,9.94E-05,650.9988403,-0.002584464,650.9988403,0.002761475,459,9.60E+02,459,8.82E+02,459,6.79E+02,459,6.96E+02,459,4.42E+02,451.0168457,0.000146332,451.0168457,0.000593919,451.0168457,-0.00229117,451.0168457,-0.001876659,451.0168457,-0.000640309,459,1.60E+03,459,1.39E+03,459,1.11E+03,459,8.76E+02,459,5.25E+02,459,7.58E+01
650.4874878,-0.001365872,650.4874878,-0.003202784,650.4874878,0.000382116,650.4874878,-0.001720489,650.4874878,0.002107408,459.5,9.66E+02,459.5,8.15E+02,459.5,7.21E+02,459.5,6.78E+02,459.5,4.07E+02,450.5183716,-9.78E-05,450.5183716,0.001170379,450.5183716,-0.001378,450.5183716,-0.001555959,450.5183716,-0.000239793,459.5,1.54E+03,459.5,1.34E+03,459.5,1.06E+03,459.5,7.83E+02,459.5,4.84E+02,459.5,6.71E+01
650.0125122,-0.001376297,650.0125122,-0.003011257,650.0125122,-0.00030395,650.0125122,-0.001791286,650.0125122,0.002162739,460,9.50E+02,460,8.29E+02,460,6.94E+02,460,6.20E+02,460,4.31E+02,449.9815674,2.26E-05,449.9815674,0.000392738,449.9815674,-0.001252987,449.9815674,-0.001346105,449.9815674,-0.000331369,460,1.54E+03,460,1.28E+03,460,1.06E+03,460,8.17E+02,460,4.91E+02,460,6.42E+01
649.5009766,-0.00035082,649.5009766,-0.001454476,649.5009766,0.000724868,649.5009766,-0.000590006,649.5009766,0.004018068,460.5,9.55E+02,460.5,8.56E+02,460.5,6.54E+02,460.5,6.36E+02,460.5,4.72E+02,449.4830017,-0.000356821,449.4830017,-0.000163983,449.4830017,-0.001682586,449.4830017,-0.001403029,449.4830017,-0.000628781,460.5,1.46E+03,460.5,1.27E+03,460.5,1.06E+03,460.5,8.08E+02,460.5,4.87E+02,460.5,7.02E+01
648.9893799,-0.001439873,648.9893799,-0.002585287,648.9893799,0.00022853,648.9893799,-0.002077498,648.9893799,0.002614207,461,9.45E+02,461,8.26E+02,461,6.64E+02,461,6.19E+02,461,4.35E+02,448.984436,0.000198876,448.984436,0.000550788,448.984436,-0.001250303,448.984436,-0.001075317,448.984436,-0.000334059,461,1.45E+03,461,1.23E+03,461,1.04E+03,461,8.03E+02,461,4.42E+02,461,6.95E+01
648.5142822,-0.00092759,648.5142822,-0.002605306,648.5142822,-0.000152338,648.5142822,-0.001650971,648.5142822,0.0027224,461.5,9.30E+02,461.5,8.42E+02,461.5,6.65E+02,461.5,6.02E+02,461.5,3.98E+02,448.4858398,-0.000116109,448.4858398,0.000782461,448.4858398,-0.00169027,448.4858398,-0.001401687,448.4858398,1.48E-05,461.5,1.43E+03,461.5,1.18E+03,461.5,1.02E+03,461.5,7.38E+02,461.5,4.36E+02,461.5,7.40E+01
648.0025024,-0.001403442,648.0025024,-0.002579317,648.0025024,-0.000126202,648.0025024,-0.001960005,648.0025024,0.002749882,462,9.20E+02,462,8.35E+02,462,6.28E+02,462,6.49E+02,462,4.38E+02,447.9872131,-0.000272132,447.9872131,-0.000114763,447.9872131,-0.001999688,447.9872131,-0.001367007,447.9872131,-0.000790511,462,1.45E+03,462,1.21E+03,462,1.01E+03,462,7.24E+02,462,3.92E+02,462,7.25E+01
647.4906616,-0.000844821,647.4906616,-0.002391994,647.4906616,0.000246686,647.4906616,-0.00170471,647.4906616,0.003051286,462.5,9.23E+02,462.5,8.10E+02,462.5,6.13E+02,462.5,6.22E+02,462.5,3.88E+02,447.4884644,0.000199445,447.4884644,0.000382867,447.4884644,-0.001580307,447.4884644,-0.001362001,447.4884644,-0.000211178,462.5,1.41E+03,462.5,1.18E+03,462.5,9.89E+02,462.5,7.40E+02,462.5,4.09E+02,462.5,8.51E+01
647.0153198,-0.001312556,647.0153198,-0.002087133,647.0153198,-0.000278237,647.0153198,-0.001444465,647.0153198,0.002447412,463,8.87E+02,463,7.52E+02,463,6.54E+02,463,6.05E+02,463,4.15E+02,446.9897156,0.00038139,446.9897156,0.000894712,446.9897156,-0.001724099,446.9897156,-0.000579562,446.9897156,-0.000647081,463,1.35E+03,463,1.14E+03,463,9.19E+02,463,7.21E+02,463,4.38E+02,463,5.71E+01
646.5032959,-0.001299394,646.5032959,-0.002297968,646.5032959,-0.000250711,646.5032959,-0.001424909,646.5032959,0.002816811,463.5,8.50E+02,463.5,8.10E+02,463.5,6.55E+02,463.5,5.66E+02,463.5,4.14E+02,446.4909058,0.000710426,446.4909058,0.000395718,446.4909058,-0.001364994,446.4909058,-0.000871844,446.4909058,-0.000562138,463.5,1.32E+03,463.5,1.14E+03,463.5,9.36E+02,463.5,7.25E+02,463.5,3.92E+02,463.5,6.74E+01
645.9912109,-0.001722346,645.9912109,-0.003123428,645.9912109,-0.000765291,645.9912109,-0.002884811,645.9912109,0.001674734,464,8.65E+02,464,7.39E+02,464,6.82E+02,464,5.90E+02,464,4.01E+02,445.9920349,-0.000197672,445.9920349,0.000359083,445.9920349,-0.001221032,445.9920349,-0.001373871,445.9920349,-0.000598433,464,1.27E+03,464,1.07E+03,464,9.26E+02,464,6.54E+02,464,3.94E+02,464,7.34E+01
645.515686,-0.001372735,645.515686,-0.002557959,645.515686,0.000189967,645.515686,-0.002008346,645.515686,0.001635549,464.5,8.03E+02,464.5,7.14E+02,464.5,6.04E+02,464.5,5.85E+02,464.5,4.35E+02,445.4931946,-2.59E-05,445.4931946,-0.000176403,445.4931946,-0.001073922,445.4931946,-0.00144978,445.4931946,-0.000365149,464.5,1.25E+03,464.5,1.06E+03,464.5,9.05E+02,464.5,6.70E+02,464.5,4.05E+02,464.5,5.27E+01
645.003479,-4.74E-05,645.003479,-0.001731422,645.003479,0.000738377,645.003479,-0.001280037,645.003479,0.003858542,465,8.36E+02,465,7.81E+02,465,6.14E+02,465,6.27E+02,465,4.12E+02,444.9942322,-0.000799554,444.9942322,0.000413596,444.9942322,-0.001306465,444.9942322,-0.000995985,444.9942322,-0.000208643,465,1.28E+03,465,1.00E+03,465,8.92E+02,465,6.53E+02,465,4.18E+02,465,7.21E+01
644.4912109,-0.000478265,644.4912109,-0.002295342,644.4912109,0.000359964,644.4912109,-0.001149316,644.4912109,0.002815795,465.5,8.66E+02,465.5,7.56E+02,465.5,6.04E+02,465.5,5.79E+02,465.5,3.96E+02,444.4953003,-0.00012056,444.4953003,0.000436139,444.4953003,-0.001022895,444.4953003,-0.000595228,444.4953003,5.88E-05,465.5,1.22E+03,465.5,1.03E+03,465.5,8.90E+02,465.5,6.29E+02,465.5,3.87E+02,465.5,6.25E+01
644.0154419,-0.000749993,644.0154419,-0.002465307,644.0154419,-5.65E-05,644.0154419,-0.001621572,644.0154419,0.003171452,466,8.40E+02,466,7.35E+02,466,6.24E+02,466,5.91E+02,466,3.92E+02,443.9962463,-0.000154874,443.9962463,0.000222754,443.9962463,-0.001174772,443.9962463,-0.001410666,443.9962463,-0.000301156,466,1.19E+03,466,9.85E+02,466,8.37E+02,466,6.36E+02,466,3.90E+02,466,6.40E+01
643.5029907,-0.001252626,643.5029907,-0.001980208,643.5029907,-0.000146697,643.5029907,-0.001581906,643.5029907,0.002295593,466.5,8.30E+02,466.5,6.88E+02,466.5,5.73E+02,466.5,5.50E+02,466.5,3.74E+02,443.4971313,-0.000350199,443.4971313,-0.000134276,443.4971313,-0.001674695,443.4971313,-0.001556629,443.4971313,-0.000970467,466.5,1.16E+03,466.5,9.62E+02,466.5,8.12E+02,466.5,6.46E+02,466.5,3.86E+02,466.5,7.16E+01
642.9904785,-0.000296293,642.9904785,-0.001317408,642.9904785,0.001070694,642.9904785,-0.001688259,642.9904785,0.003644409,467,8.54E+02,467,7.18E+02,467,5.73E+02,467,5.49E+02,467,4.01E+02,442.9980469,-0.000162585,442.9980469,0.000463762,442.9980469,-0.001718014,442.9980469,-0.001251955,442.9980469,-0.000346164,467,1.12E+03,467,9.40E+02,467,8.20E+02,467,6.23E+02,467,3.80E+02,467,7.18E+01
642.5145264,-0.001143688,642.5145264,-0.003132835,642.5145264,-0.000572427,642.5145264,-0.001972786,642.5145264,0.002139872,467.5,7.73E+02,467.5,7.17E+02,467.5,5.63E+02,467.5,5.22E+02,467.5,4.01E+02,442.4989014,-0.000214697,442.4989014,0.000928616,442.4989014,-0.00169651,442.4989014,-0.001127577,442.4989014,-0.000245537,467.5,1.13E+03,467.5,9.27E+02,467.5,7.75E+02,467.5,6.08E+02,467.5,3.51E+02,467.5,6.21E+01
642.0018921,-0.001217159,642.0018921,-0.002623575,642.0018921,-0.000464612,642.0018921,-0.002111502,642.0018921,0.002454493,468,7.91E+02,468,6.52E+02,468,5.42E+02,468,5.26E+02,468,3.97E+02,441.9996033,-0.00064796,441.9996033,0.000495533,441.9996033,-0.001566379,441.9996033,-0.001448748,441.9996033,-0.000193222,468,1.13E+03,468,9.61E+02,468,7.66E+02,468,5.58E+02,468,3.53E+02,468,6.30E+01
641.4891357,-0.000700582,641.4891357,-0.002885326,641.4891357,5.56E-05,641.4891357,-0.001772982,641.4891357,0.002934176,468.5,7.47E+02,468.5,7.08E+02,468.5,5.65E+02,468.5,5.44E+02,468.5,4.01E+02,441.5004272,0.000121992,441.5004272,0.000511238,441.5004272,-0.000937767,441.5004272,-0.001883618,441.5004272,-0.000625472,468.5,1.08E+03,468.5,9.16E+02,468.5,7.61E+02,468.5,5.66E+02,468.5,3.72E+02,468.5,6.15E+01
641.0129395,-0.001577831,641.0129395,-0.002556569,641.0129395,-0.000848954,641.0129395,-0.001600734,641.0129395,0.002194869,469,7.82E+02,469,6.89E+02,469,5.72E+02,469,5.40E+02,469,3.83E+02,441.0011292,-5.75E-05,441.0011292,0.000650224,441.0011292,-0.001292219,441.0011292,-0.001768754,441.0011292,4.92E-05,469,1.12E+03,469,8.57E+02,469,7.37E+02,469,5.44E+02,469,3.73E+02,469,5.87E+01
640.500061,-0.000667035,640.500061,-0.002478434,640.500061,-7.10E-05,640.500061,-0.001892948,640.500061,0.002783853,469.5,7.55E+02,469.5,6.37E+02,469.5,5.30E+02,469.5,5.14E+02,469.5,3.74E+02,440.5018005,-0.000134586,440.5018005,0.000883895,440.5018005,-0.001632816,440.5018005,-0.000949959,440.5018005,-0.000543576,469.5,1.00E+03,469.5,8.65E+02,469.5,7.85E+02,469.5,5.51E+02,469.5,3.33E+02,469.5,6.39E+01
639.9871216,-0.001159695,639.9871216,-0.002116758,639.9871216,0.000514218,639.9871216,-0.001626472,639.9871216,0.002986302,470,7.21E+02,470,6.48E+02,470,5.37E+02,470,4.96E+02,470,3.37E+02,440.0024109,-0.000909973,440.0024109,-0.000247606,440.0024109,-0.001857946,440.0024109,-0.001260937,440.0024109,-0.000416254,470,9.65E+02,470,8.35E+02,470,6.92E+02,470,5.15E+02,470,3.38E+02,470,6.10E+01
639.5108032,-0.001394669,639.5108032,-0.002960817,639.5108032,-0.00021656,639.5108032,-0.002489655,639.5108032,0.002021005,470.5,7.34E+02,470.5,6.19E+02,470.5,5.12E+02,470.5,5.05E+02,470.5,3.56E+02,439.5029602,0.000470214,439.5029602,0.000628578,439.5029602,-0.000850969,439.5029602,-0.000727201,439.5029602,-0.000640981,470.5,9.27E+02,470.5,8.63E+02,470.5,6.40E+02,470.5,4.98E+02,470.5,3.51E+02,470.5,6.11E+01
638.9976807,-0.001439667,638.9976807,-0.003275908,638.9976807,2.64E-05,638.9976807,-0.00221891,638.9976807,0.002225154,471,7.54E+02,471,5.86E+02,471,5.58E+02,471,5.14E+02,471,3.63E+02,439.003479,-0.000772061,439.003479,0.000369524,439.003479,-0.001150297,439.003479,-0.000950837,439.003479,-0.000988546,471,9.97E+02,471,8.86E+02,471,7.01E+02,471,5.39E+02,471,3.50E+02,471,6.42E+01
638.4844971,-0.000199069,638.4844971,-0.002287256,638.4844971,-4.13E-05,638.4844971,-0.002221743,638.4844971,0.003593536,471.5,7.07E+02,471.5,6.56E+02,471.5,4.96E+02,471.5,4.90E+02,471.5,3.62E+02,438.5039063,0.000240858,438.5039063,0.000533708,438.5039063,-0.001735908,438.5039063,-0.000890392,438.5039063,-0.00083831,471.5,9.30E+02,471.5,7.93E+02,471.5,7.10E+02,471.5,4.84E+02,471.5,3.08E+02,471.5,6.66E+01
638.0079346,-0.000978422,638.0079346,-0.002427828,638.0079346,0.000563048,638.0079346,-0.001887071,638.0079346,0.00296678,472,7.05E+02,472,5.97E+02,472,5.07E+02,472,5.01E+02,472,3.56E+02,438.004364,-0.000535613,438.004364,2.52E-05,438.004364,-0.001630186,438.004364,-0.000968194,438.004364,-0.000867039,472,9.81E+02,472,7.81E+02,472,6.58E+02,472,5.05E+02,472,3.29E+02,472,5.75E+01
637.4946289,-0.001186544,637.4946289,-0.002977323,637.4946289,-0.000227375,637.4946289,-0.002249711,637.4946289,0.002365913,472.5,6.60E+02,472.5,6.03E+02,472.5,4.74E+02,472.5,4.80E+02,472.5,3.31E+02,437.5047302,-0.000354183,437.5047302,0.000743045,437.5047302,-0.001037099,437.5047302,-0.001463351,437.5047302,0.000454251,472.5,9.46E+02,472.5,7.74E+02,472.5,6.70E+02,472.5,4.75E+02,472.5,3.00E+02,472.5,8.11E+01
637.0178833,-0.001357614,637.0178833,-0.002660779,637.0178833,-0.000375029,637.0178833,-0.002717274,637.0178833,0.002817019,473,6.63E+02,473,6.07E+02,473,4.91E+02,473,4.48E+02,473,3.46E+02,437.0050964,0.0002327,437.0050964,0.000895205,437.0050964,-0.001456075,437.0050964,-0.001050734,437.0050964,0.000367995,473,9.07E+02,473,7.51E+02,473,6.48E+02,473,4.71E+02,473,3.00E+02,473,6.21E+01
636.5044556,-0.001496475,636.5044556,-0.002277419,636.5044556,2.36E-06,636.5044556,-0.001647722,636.5044556,0.003151843,473.5,6.87E+02,473.5,6.29E+02,473.5,4.94E+02,473.5,4.41E+02,473.5,3.51E+02,436.5054321,-0.000329714,436.5054321,0.000579741,436.5054321,-0.001643802,436.5054321,-0.000881351,436.5054321,0.000239511,473.5,8.80E+02,473.5,7.28E+02,473.5,6.24E+02,473.5,4.50E+02,473.5,3.13E+02,473.5,5.62E+01
635.9909058,-0.001601198,635.9909058,-0.001696407,635.9909058,0.000201284,635.9909058,-0.002084814,635.9909058,0.002502864,474,6.71E+02,474,6.39E+02,474,4.50E+02,474,4.75E+02,474,3.23E+02,436.0056458,-0.000490986,436.0056458,0.000784354,436.0056458,-0.001536768,436.0056458,-0.000883004,436.0056458,0.000326079,474,8.65E+02,474,7.31E+02,474,5.96E+02,474,4.68E+02,474,2.89E+02,474,5.69E+01
635.5139771,-0.001301045,635.5139771,-0.002585544,635.5139771,0.000114638,635.5139771,-0.001925009,635.5139771,0.002314798,474.5,6.29E+02,474.5,6.12E+02,474.5,4.68E+02,474.5,4.72E+02,474.5,3.10E+02,435.5058594,-0.00062692,435.5058594,0.000437305,435.5058594,-0.002016694,435.5058594,-0.001470007,435.5058594,-0.000804877,474.5,8.28E+02,474.5,6.98E+02,474.5,6.35E+02,474.5,4.54E+02,474.5,2.83E+02,474.5,6.00E+01
635.0003052,-0.00198531,635.0003052,-0.002684551,635.0003052,-0.000634726,635.0003052,-0.002526408,635.0003052,0.002473185,475,7.24E+02,475,5.67E+02,475,4.79E+02,475,4.80E+02,475,3.40E+02,435.0060425,0.000113706,435.0060425,0.001534406,435.0060425,-0.001463247,435.0060425,-0.001565193,435.0060425,0.000155939,475,8.30E+02,475,6.94E+02,475,5.56E+02,475,4.54E+02,475,3.14E+02,475,5.94E+01
634.4865112,-0.001353279,634.4865112,-0.002607056,634.4865112,-0.000969382,634.4865112,-0.001806392,634.4865112,0.002256143,475.5,6.19E+02,475.5,6.01E+02,475.5,4.45E+02,475.5,4.63E+02,475.5,3.28E+02,434.506134,-0.000157048,434.506134,0.001107934,434.506134,-0.001205388,434.506134,-0.000856911,434.506134,-9.26E-05,475.5,8.04E+02,475.5,7.04E+02,475.5,5.54E+02,475.5,4.35E+02,475.5,2.74E+02,475.5,5.79E+01
634.0093994,-0.001505143,634.0093994,-0.002057866,634.0093994,-0.000200259,634.0093994,-0.00212634,634.0093994,0.002979343,476,6.16E+02,476,5.92E+02,476,4.65E+02,476,4.17E+02,476,3.41E+02,434.0061951,-0.000276581,434.0061951,0.001067865,434.0061951,-0.001570248,434.0061951,-0.00067329,434.0061951,-0.000239327,476,8.09E+02,476,6.92E+02,476,5.34E+02,476,4.14E+02,476,2.51E+02,476,5.64E+01
633.4955444,-0.000840584,633.4955444,-0.002666748,633.4955444,2.44E-05,633.4955444,-0.002129998,633.4955444,0.00241745,476.5,6.03E+02,476.5,5.70E+02,476.5,4.50E+02,476.5,4.58E+02,476.5,3.07E+02,433.5062866,-0.000105291,433.5062866,0.001505728,433.5062866,-0.001343679,433.5062866,-0.001240236,433.5062866,-0.000482712,476.5,7.89E+02,476.5,6.83E+02,476.5,5.36E+02,476.5,3.90E+02,476.5,2.90E+02,476.5,6.04E+01
633.0182495,-0.000828337,633.0182495,-0.001850316,633.0182495,3.70E-06,633.0182495,-0.001374439,633.0182495,0.003030927,477,6.10E+02,477,5.51E+02,477,4.60E+02,477,4.34E+02,477,3.18E+02,433.0062561,-0.00041853,433.0062561,0.000954506,433.0062561,-0.002229109,433.0062561,-0.001182413,433.0062561,-0.001001253,477,7.59E+02,477,6.89E+02,477,5.30E+02,477,4.04E+02,477,2.36E+02,477,6.04E+01
632.5042114,-0.001786439,632.5042114,-0.002625068,632.5042114,-0.000415064,632.5042114,-0.001934029,632.5042114,0.002440332,477.5,6.59E+02,477.5,5.36E+02,477.5,4.38E+02,477.5,4.33E+02,477.5,3.29E+02,432.5061951,-0.00058313,432.5061951,0.001093816,432.5061951,-0.001366026,432.5061951,-0.00112923,432.5061951,-0.000333749,477.5,7.41E+02,477.5,6.37E+02,477.5,5.33E+02,477.5,4.09E+02,477.5,2.53E+02,477.5,4.97E+01
631.9900513,-0.000726736,631.9900513,-0.00238978,631.9900513,-9.73E-06,631.9900513,-0.001561633,631.9900513,0.002851543,478,6.12E+02,478,5.86E+02,478,3.83E+02,478,4.16E+02,478,2.99E+02,432.006134,-0.000565499,432.006134,0.001245787,432.006134,-0.001515203,432.006134,-0.0017835,432.006134,-0.000358735,478,7.32E+02,478,6.40E+02,478,5.31E+02,478,3.88E+02,478,2.61E+02,478,6.59E+01
