P-3_conc_1_wavelength_nm,P-3_conc_1_abs_au,P-3_conc_2_wavelength_nm,P-3_conc_2_abs_au,P-3_conc_3_wavelength_nm,P-3_conc_3_abs_au,P-3_conc_4_wavelength_nm,P-3_conc_4_abs_au,P-3_conc_5_wavelength_nm,P-3_conc_5_abs_au,P-3_conc_1_em_wavelength_nm,P-3_conc_1_em_intensity,P-3_conc_2_em_wavelength_nm,P-3_conc_2_em_intensity,P-3_conc_3_em_wavelength_nm,P-3_conc_3_em_intensity,P-3_conc_4_em_wavelength_nm,P-3_conc_4_em_intensity,P-3_conc_5_em_wavelength_nm,P-3_conc_5_em_intensity,2-AP_conc_1_wavelength_nm,2-AP_conc_1_abs_au,2-AP_conc_2_wavelength_nm,2-AP_conc_2_abs_au,2-AP_conc_3_wavelength_nm,2-AP_conc_3_abs_au,2-AP_conc_4_wavelength_nm,2-AP_conc_4_abs_au,2-AP_conc_5_wavelength_nm,2-AP_conc_5_abs_au,2-AP_conc_1_em_wavelength_nm,2-AP_conc_1_em_intensity,2-AP_conc_2_em_wavelength_nm,2-AP_conc_2_em_intensity,2-AP_conc_3_em_wavelength_nm,2-AP_conc_3_em_intensity,2-AP_conc_4_em_wavelength_nm,2-AP_conc_4_em_intensity,2-AP_conc_5_em_wavelength_nm,2-AP_conc_5_em_intensity,ACN_em_background_wavelength_nm,ACN_em_background_intensity
605.0064697,-0.001610741,605.0064697,-0.002564135,605.0064697,-0.000209833,605.0064697,-0.001837428,605.0064697,0.002862122,505,3.19E+02,505,3.02E+02,505,2.39E+02,505,2.81E+02,505,2.21E+02,405.0140991,2.00E-05,405.0140991,0.000529587,405.0140991,-0.001347395,405.0140991,-0.001580462,405.0140991,7.77E-05,505,3.51E+02,505,3.56E+02,505,2.72E+02,505,1.90E+02,505,1.47E+02,505,6.04E+01
604.4885254,-0.001219689,604.4885254,-0.002465204,604.4885254,-0.000161188,604.4885254,-0.001795668,604.4885254,0.002742119,505.5,3.34E+02,505.5,3.21E+02,505.5,2.55E+02,505.5,2.64E+02,505.5,1.75E+02,404.5116577,-0.000275029,404.5116577,0.000349109,404.5116577,-0.001496062,404.5116577,-0.002360225,404.5116577,-0.000412323,505.5,3.24E+02,505.5,3.40E+02,505.5,2.82E+02,505.5,2.29E+02,505.5,1.43E+02,505.5,6.14E+01
604.0074463,-0.001529752,604.0074463,-0.002671328,604.0074463,-0.000487935,604.0074463,-0.002035966,604.0074463,0.002962193,506,3.31E+02,506,3.17E+02,506,2.64E+02,506,3.09E+02,506,2.16E+02,404.0091858,5.98E-05,404.0091858,0.000580415,404.0091858,-0.001635756,404.0091858,-0.00192037,404.0091858,-6.97E-05,506,3.65E+02,506,3.19E+02,506,2.48E+02,506,2.02E+02,506,1.53E+02,506,6.23E+01
603.4893188,-0.001449522,603.4893188,-0.002623987,603.4893188,3.50E-05,603.4893188,-0.001875679,603.4893188,0.002592462,506.5,3.19E+02,506.5,3.04E+02,506.5,2.66E+02,506.5,3.04E+02,506.5,1.83E+02,403.5066833,0.000242334,403.5066833,0.000338254,403.5066833,-0.000959877,403.5066833,-0.001491987,403.5066833,0.000195975,506.5,3.61E+02,506.5,2.85E+02,506.5,2.49E+02,506.5,1.76E+02,506.5,1.46E+02,506.5,7.00E+01
603.0080566,-0.000793405,603.0080566,-0.002293436,603.0080566,-0.000162533,603.0080566,-0.001739002,603.0080566,0.003227518,507,3.20E+02,507,2.96E+02,507,2.66E+02,507,2.80E+02,507,2.07E+02,403.0041199,0.000274556,403.0041199,0.000549311,403.0041199,-0.001346156,403.0041199,-0.001121381,403.0041199,0.000465394,507,3.57E+02,507,2.83E+02,507,2.51E+02,507,1.95E+02,507,1.44E+02,507,6.60E+01
602.4898071,-0.000943553,602.4898071,-0.002583949,602.4898071,-0.000122165,602.4898071,-0.001845522,602.4898071,0.003234925,507.5,3.30E+02,507.5,2.65E+02,507.5,2.50E+02,507.5,2.80E+02,507.5,1.97E+02,402.5014648,-3.98E-05,402.5014648,0.000578911,402.5014648,-0.001504163,402.5014648,-0.001399932,402.5014648,-0.000405185,507.5,3.64E+02,507.5,2.70E+02,507.5,2.77E+02,507.5,2.24E+02,507.5,1.39E+02,507.5,6.52E+01
602.0084839,-0.001332479,602.0084839,-0.002805963,602.0084839,-0.000124649,602.0084839,-0.001903772,602.0084839,0.002747329,508,3.28E+02,508,2.50E+02,508,2.57E+02,508,2.53E+02,508,2.28E+02,401.9988403,-0.000229651,401.9988403,0.000733269,401.9988403,-0.001464383,401.9988403,-0.001099537,401.9988403,-0.000382374,508,3.58E+02,508,3.00E+02,508,2.72E+02,508,1.97E+02,508,1.20E+02,508,5.26E+01
601.4901123,-0.001516338,601.4901123,-0.002956806,601.4901123,-5.33E-05,601.4901123,-0.002039522,601.4901123,0.002492086,508.5,3.33E+02,508.5,2.47E+02,508.5,2.41E+02,508.5,2.32E+02,508.5,2.06E+02,401.4961548,4.99E-05,401.4961548,0.000316312,401.4961548,-0.001497404,401.4961548,-0.001731834,401.4961548,3.01E-05,508.5,3.81E+02,508.5,3.12E+02,508.5,2.66E+02,508.5,1.71E+02,508.5,1.21E+02,508.5,5.19E+01
601.008606,-0.001017265,601.008606,-0.002538812,601.008606,4.04E-05,601.008606,-0.00159898,601.008606,0.003384386,509,2.89E+02,509,3.02E+02,509,2.41E+02,509,2.36E+02,509,2.07E+02,400.9934387,-0.000343423,400.9934387,0.000465368,400.9934387,-0.001603983,400.9934387,-0.001794121,400.9934387,-0.000394116,509,3.62E+02,509,3.16E+02,509,2.23E+02,509,1.89E+02,509,1.05E+02,509,6.91E+01
600.4900513,-0.001424547,600.4900513,-0.002192022,600.4900513,-0.000370839,600.4900513,-0.001972941,600.4900513,0.00269419,509.5,3.05E+02,509.5,3.02E+02,509.5,2.26E+02,509.5,2.79E+02,509.5,2.05E+02,400.4906616,0.00061769,400.4906616,0.000777352,400.4906616,-0.001078106,400.4906616,-0.001219173,400.4906616,8.77E-05,509.5,3.52E+02,509.5,2.83E+02,509.5,2.65E+02,509.5,1.80E+02,509.5,1.39E+02,509.5,5.21E+01
600.0084839,-0.001693932,600.0084839,-0.002921376,600.0084839,-0.000486332,600.0084839,-0.002438948,600.0084839,0.002488545,510,3.29E+02,510,2.70E+02,510,2.28E+02,510,2.97E+02,510,1.91E+02,399.987854,9.26E-05,399.987854,0.000667542,399.987854,-0.001454889,399.987854,-0.00184346,399.987854,-8.42E-05,510,3.23E+02,510,2.71E+02,510,2.19E+02,510,1.82E+02,510,1.23E+02,510,6.68E+01
599.4897461,-0.001112757,599.4897461,-0.002599543,599.4897461,-0.000334111,599.4897461,-0.002287565,599.4897461,0.002863998,510.5,2.77E+02,510.5,2.37E+02,510.5,2.22E+02,510.5,2.57E+02,510.5,2.02E+02,399.4850464,-9.50E-05,399.4850464,0.000641358,399.4850464,-0.001345898,399.4850464,-0.001615434,399.4850464,-0.000562862,510.5,3.37E+02,510.5,2.83E+02,510.5,2.50E+02,510.5,2.16E+02,510.5,1.28E+02,510.5,4.72E+01
599.0079956,-0.001566792,599.0079956,-0.002427571,599.0079956,0.000110003,599.0079956,-0.00195047,599.0079956,0.003125587,511,3.19E+02,511,2.88E+02,511,2.02E+02,511,2.43E+02,511,1.62E+02,398.9821472,0.000321182,398.9821472,0.000961044,398.9821472,-0.001111518,398.9821472,-0.000987203,398.9821472,-0.000398254,511,3.24E+02,511,2.99E+02,511,2.45E+02,511,2.16E+02,511,1.22E+02,511,5.60E+01
598.4891968,-0.001943306,598.4891968,-0.003329651,598.4891968,-0.001117973,598.4891968,-0.003047451,598.4891968,0.002720603,511.5,2.80E+02,511.5,2.28E+02,511.5,2.30E+02,511.5,2.44E+02,511.5,1.98E+02,398.5179138,0.000429453,398.5179138,0.000671042,398.5179138,-0.001549201,398.5179138,-0.001638593,398.5179138,-0.000370839,511.5,3.45E+02,511.5,2.65E+02,511.5,2.29E+02,511.5,2.07E+02,511.5,1.29E+02,511.5,5.60E+01
598.0073853,-0.001529546,598.0073853,-0.00292477,598.0073853,-0.000277357,598.0073853,-0.001735444,598.0073853,0.003347107,512,2.72E+02,512,2.56E+02,512,2.39E+02,512,2.58E+02,512,2.06E+02,398.0149536,-9.34E-05,398.0149536,0.000708714,398.0149536,-0.00170208,398.0149536,-0.001568597,398.0149536,-6.05E-05,512,3.37E+02,512,2.54E+02,512,2.52E+02,512,1.89E+02,512,1.26E+02,512,5.44E+01
597.4884033,-0.001516958,597.4884033,-0.003386162,597.4884033,-0.001078209,597.4884033,-0.00217322,597.4884033,0.002188286,512.5,3.14E+02,512.5,2.59E+02,512.5,2.12E+02,512.5,2.49E+02,512.5,2.05E+02,397.5119324,-0.000319626,397.5119324,0.000496518,397.5119324,-0.001237397,397.5119324,-0.001565038,397.5119324,-0.000225305,512.5,3.33E+02,512.5,2.66E+02,512.5,2.54E+02,512.5,1.96E+02,512.5,1.35E+02,512.5,6.50E+01
597.0064697,-0.001258717,597.0064697,-0.002716348,597.0064697,-0.000319833,597.0064697,-0.002154057,597.0064697,0.002969881,513,2.55E+02,513,2.73E+02,513,2.20E+02,513,2.23E+02,513,1.84E+02,397.0089111,0.000129708,397.0089111,0.000927889,397.0089111,-0.000851538,397.0089111,-0.00123146,397.0089111,0.000135612,513,3.33E+02,513,2.68E+02,513,2.43E+02,513,1.85E+02,513,1.24E+02,513,6.52E+01
596.4873657,-0.001352763,596.4873657,-0.002898337,596.4873657,-0.000247244,596.4873657,-0.001779633,596.4873657,0.003170956,513.5,2.70E+02,513.5,2.92E+02,513.5,2.02E+02,513.5,2.33E+02,513.5,1.76E+02,396.5058289,0.00017171,396.5058289,0.000782538,396.5058289,-0.000952542,396.5058289,-0.000929605,396.5058289,0.000287093,513.5,3.26E+02,513.5,2.67E+02,513.5,2.35E+02,513.5,1.85E+02,513.5,1.20E+02,513.5,6.19E+01
596.005249,-0.001510044,596.005249,-0.00270827,596.005249,2.03E-05,596.005249,-0.001952119,596.005249,0.002764809,514,2.82E+02,514,2.27E+02,514,2.21E+02,514,2.33E+02,514,1.72E+02,396.0026855,0.000209235,396.0026855,0.000697125,396.0026855,-0.001263621,396.0026855,-0.001501119,396.0026855,-0.000464405,514,3.32E+02,514,2.59E+02,514,2.30E+02,514,1.88E+02,514,1.26E+02,514,6.37E+01
595.486084,-0.001248186,595.486084,-0.002692887,595.486084,-0.000264474,595.486084,-0.002538143,595.486084,0.002774839,514.5,2.71E+02,514.5,2.65E+02,514.5,2.34E+02,514.5,2.37E+02,514.5,1.93E+02,395.4995422,5.27E-05,395.4995422,0.000797398,395.4995422,-0.001339808,395.4995422,-0.001297587,395.4995422,-0.000532407,514.5,3.02E+02,514.5,2.66E+02,514.5,2.30E+02,514.5,1.98E+02,514.5,1.26E+02,514.5,5.60E+01
595.0037842,-0.001307497,595.0037842,-0.002765325,595.0037842,-0.000676339,595.0037842,-0.001732711,595.0037842,0.002698462,515,2.51E+02,515,2.46E+02,515,2.20E+02,515,2.03E+02,515,1.90E+02,394.9963074,0.000432278,394.9963074,0.00109924,394.9963074,-0.000891219,394.9963074,-0.000932963,394.9963074,0.000105162,515,3.14E+02,515,3.05E+02,515,2.37E+02,515,1.82E+02,515,1.39E+02,515,5.60E+01
594.484436,-0.000852881,594.484436,-0.002470043,594.484436,-0.00038103,594.484436,-0.002078064,594.484436,0.002697472,515.5,2.56E+02,515.5,2.49E+02,515.5,2.17E+02,515.5,2.36E+02,515.5,1.76E+02,394.4930725,-9.50E-05,394.4930725,0.000950952,394.4930725,-0.001152879,394.4930725,-0.001569113,394.4930725,-0.000771441,515.5,2.67E+02,515.5,2.55E+02,515.5,2.37E+02,515.5,2.13E+02,515.5,1.44E+02,515.5,6.15E+01
594.0020752,-0.001740394,594.0020752,-0.003240041,594.0020752,-0.000660883,594.0020752,-0.001996081,594.0020752,0.002630536,516,2.79E+02,516,2.43E+02,516,2.14E+02,516,2.42E+02,516,1.86E+02,393.9897766,0.000184192,393.9897766,0.000405849,393.9897766,-0.001749676,393.9897766,-0.001184169,393.9897766,-0.000576977,516,3.11E+02,516,2.38E+02,516,2.48E+02,516,1.93E+02,516,1.30E+02,516,4.76E+01
593.4825439,-0.001452257,593.4825439,-0.00272211,593.4825439,-0.000103221,593.4825439,-0.002003347,593.4825439,0.003283253,516.5,2.51E+02,516.5,2.38E+02,516.5,2.12E+02,516.5,2.36E+02,516.5,1.97E+02,393.4864502,0.000217833,393.4864502,0.000606958,393.4864502,-0.001307136,393.4864502,-0.001336608,393.4864502,-0.000376116,516.5,3.15E+02,516.5,2.66E+02,516.5,2.28E+02,516.5,1.86E+02,516.5,1.25E+02,516.5,5.21E+01
593.0001221,-0.001739621,593.0001221,-0.003389244,593.0001221,-0.000429495,593.0001221,-0.002304508,593.0001221,0.002169373,517,2.82E+02,517,2.41E+02,517,2.25E+02,517,2.37E+02,517,1.85E+02,392.9830933,9.02E-05,392.9830933,0.000605999,392.9830933,-0.00143688,392.9830933,-0.001547395,392.9830933,-0.000455147,517,2.97E+02,517,2.70E+02,517,2.13E+02,517,1.63E+02,517,1.20E+02,517,3.81E+01
592.5175781,-0.001129901,592.5175781,-0.002643593,592.5175781,-0.000189392,592.5175781,-0.001969642,592.5175781,0.002824757,517.5,2.69E+02,517.5,2.30E+02,517.5,2.08E+02,517.5,2.56E+02,517.5,1.94E+02,392.5184021,0.000199368,392.5184021,0.000562893,392.5184021,-0.00139245,392.5184021,-0.001358337,392.5184021,-0.000465077,517.5,3.05E+02,517.5,2.81E+02,517.5,2.36E+02,517.5,1.72E+02,517.5,1.25E+02,517.5,5.14E+01
591.9978027,-0.001181535,591.9978027,-0.003004882,591.9978027,2.14E-05,591.9978027,-0.001439718,591.9978027,0.003066458,518,2.52E+02,518,2.41E+02,518,2.02E+02,518,2.23E+02,518,1.85E+02,392.0149536,0.000352943,392.0149536,0.001149355,392.0149536,-0.001336505,392.0149536,-0.001412318,392.0149536,1.63E-05,518,3.06E+02,518,2.93E+02,518,2.29E+02,518,1.76E+02,518,1.18E+02,518,4.98E+01
591.5152588,-0.001279882,591.5152588,-0.002934283,591.5152588,-0.000164241,591.5152588,-0.002012056,591.5152588,0.003564016,518.5,2.34E+02,518.5,2.26E+02,518.5,1.99E+02,518.5,2.06E+02,518.5,1.93E+02,391.5114441,2.62E-05,391.5114441,0.000736485,391.5114441,-0.001415362,391.5114441,-0.001198573,391.5114441,-0.000447028,518.5,2.92E+02,518.5,2.51E+02,518.5,2.11E+02,518.5,1.66E+02,518.5,1.44E+02,518.5,6.51E+01
590.9953613,-0.001469646,590.9953613,-0.002803288,590.9953613,-0.000288947,590.9953613,-0.002155963,590.9953613,0.002413363,519,2.36E+02,519,2.57E+02,519,2.11E+02,519,2.24E+02,519,1.82E+02,391.0079346,0.000167048,391.0079346,0.000868721,391.0079346,-0.001150401,391.0079346,-0.002268973,391.0079346,-0.000199483,519,2.94E+02,519,2.78E+02,519,2.36E+02,519,1.83E+02,519,1.37E+02,519,6.52E+01
590.5126343,-0.000893027,590.5126343,-0.002282106,590.5126343,5.83E-05,590.5126343,-0.001725182,590.5126343,0.003357698,519.5,2.60E+02,519.5,2.17E+02,519.5,1.94E+02,519.5,2.34E+02,519.5,1.64E+02,390.504364,0.000614164,390.504364,0.000975235,390.504364,-0.001084148,390.504364,-0.001594286,390.504364,-0.000132516,519.5,3.08E+02,519.5,2.67E+02,519.5,2.18E+02,519.5,1.60E+02,519.5,1.16E+02,519.5,5.29E+01
589.9926147,-0.001404474,589.9926147,-0.002683368,589.9926147,-0.00045944,589.9926147,-0.001806392,589.9926147,0.003038773,520,2.19E+02,520,2.23E+02,520,1.89E+02,520,2.09E+02,520,1.92E+02,390.0007935,6.87E-05,390.0007935,0.001221852,390.0007935,-0.001135271,390.0007935,-0.001459945,390.0007935,-0.000228358,520,3.02E+02,520,2.38E+02,520,2.36E+02,520,1.75E+02,520,1.18E+02,520,6.20E+01
589.5097046,-0.001472122,589.5097046,-0.002835334,589.5097046,-0.000673186,589.5097046,-0.002193104,589.5097046,0.002872232,520.5,2.55E+02,520.5,2.10E+02,520.5,2.22E+02,520.5,2.30E+02,520.5,1.73E+02,389.4971008,-0.000144471,389.4971008,0.000623315,389.4971008,-0.001035601,389.4971008,-0.001626833,389.4971008,-0.000184579,520.5,2.95E+02,520.5,2.67E+02,520.5,2.21E+02,520.5,1.61E+02,520.5,1.37E+02,520.5,5.22E+01
588.989624,-0.001822942,588.989624,-0.003342649,588.989624,-0.000559656,588.989624,-0.002192331,588.989624,0.002160553,521,2.64E+02,521,2.16E+02,521,1.72E+02,521,2.22E+02,521,1.64E+02,388.9934387,-0.000323351,388.9934387,0.000293232,388.9934387,-0.001707649,388.9934387,-0.001844646,388.9934387,-0.000648373,521,2.44E+02,521,2.51E+02,521,2.43E+02,521,1.79E+02,521,1.10E+02,521,5.15E+01
588.5065918,-0.001043658,588.5065918,-0.002620385,588.5065918,-1.27E-05,588.5065918,-0.001965829,588.5065918,0.00343701,521.5,2.45E+02,521.5,2.45E+02,521.5,1.83E+02,521.5,2.26E+02,521.5,1.65E+02,388.4897461,-2.02E-05,388.4897461,0.000907811,388.4897461,-0.001245966,388.4897461,-0.001347034,388.4897461,-0.000559036,521.5,2.60E+02,521.5,2.54E+02,521.5,1.88E+02,521.5,1.67E+02,521.5,1.20E+02,521.5,5.79E+01
587.9863281,-0.001065659,587.9863281,-0.002780603,587.9863281,-0.000371305,587.9863281,-0.002050137,587.9863281,0.003221494,522,2.30E+02,522,2.28E+02,522,1.99E+02,522,2.42E+02,522,1.59E+02,387.9859619,0.000333254,387.9859619,0.000725853,387.9859619,-0.001313072,387.9859619,-0.001375935,387.9859619,-0.000192911,522,2.84E+02,522,2.61E+02,522,2.13E+02,522,1.49E+02,522,1.11E+02,522,6.62E+01
587.5031738,-0.00166402,587.5031738,-0.002656045,587.5031738,0.000176345,587.5031738,-0.001968457,587.5031738,0.003207907,522.5,2.27E+02,522.5,2.39E+02,522.5,1.73E+02,522.5,2.13E+02,522.5,1.77E+02,387.4821777,-0.0001188,387.4821777,0.000279969,387.4821777,-0.001389714,387.4821777,-0.001032244,387.4821777,-0.000262611,522.5,2.68E+02,522.5,2.58E+02,522.5,2.37E+02,522.5,1.46E+02,522.5,1.40E+02,522.5,6.45E+01
586.9827881,-0.00109365,586.9827881,-0.003120756,586.9827881,-0.000447803,586.9827881,-0.001920834,586.9827881,0.003158597,523,2.38E+02,523,2.30E+02,523,1.86E+02,523,2.14E+02,523,1.74E+02,387.0171204,4.39E-05,387.0171204,0.000777585,387.0171204,-0.001476095,387.0171204,-0.001508961,387.0171204,-0.000462957,523,2.63E+02,523,2.34E+02,523,2.18E+02,523,1.90E+02,523,1.39E+02,523,6.20E+01
586.4995728,-0.001244263,586.4995728,-0.002789657,586.4995728,-0.000678252,586.4995728,-0.002261814,586.4995728,0.002834763,523.5,2.23E+02,523.5,2.00E+02,523.5,1.96E+02,523.5,2.10E+02,523.5,1.64E+02,386.5131836,1.36E-05,386.5131836,0.000979023,386.5131836,-0.001713219,386.5131836,-0.001701048,386.5131836,-0.000238707,523.5,3.10E+02,523.5,2.85E+02,523.5,1.79E+02,523.5,1.81E+02,523.5,1.17E+02,523.5,7.03E+01
586.0161743,-0.001208434,586.0161743,-0.002758483,586.0161743,-0.000403116,586.0161743,-0.00154074,586.0161743,0.003099567,524,2.44E+02,524,2.05E+02,524,1.99E+02,524,2.36E+02,524,1.87E+02,386.0093079,-4.75E-05,386.0093079,0.0010038,386.0093079,-0.001597691,386.0093079,-0.001075059,386.0093079,-0.000568549,524,2.58E+02,524,2.65E+02,524,1.78E+02,524,1.74E+02,524,1.08E+02,524,5.67E+01
585.4956055,-0.00167124,585.4956055,-0.003183923,585.4956055,-0.000921442,585.4956055,-0.002031792,585.4956055,0.00260129,524.5,2.12E+02,524.5,1.89E+02,524.5,1.81E+02,524.5,1.84E+02,524.5,1.66E+02,385.5053406,-0.000107621,385.5053406,0.000964909,385.5053406,-0.001496991,385.5053406,-0.001468356,385.5053406,-0.000483695,524.5,2.88E+02,524.5,2.45E+02,524.5,2.10E+02,524.5,1.42E+02,524.5,1.30E+02,524.5,4.87E+01
585.012146,-0.002019477,585.012146,-0.003146764,585.012146,-0.000327179,585.012146,-0.001999842,585.012146,0.003206655,525,2.25E+02,525,1.85E+02,525,1.65E+02,525,2.26E+02,525,1.51E+02,385.0013123,-0.000249003,385.0013123,0.000315354,385.0013123,-0.001430327,385.0013123,-0.002051167,385.0013123,-0.000461147,525,2.92E+02,525,2.43E+02,525,2.14E+02,525,1.60E+02,525,1.28E+02,525,5.71E+01
584.4914551,-0.001859647,584.4914551,-0.003284643,584.4914551,-0.000631521,584.4914551,-0.002388905,584.4914551,0.002753503,525.5,2.38E+02,525.5,2.17E+02,525.5,1.78E+02,525.5,2.07E+02,525.5,1.70E+02,384.4972839,-0.000224115,384.4972839,0.000385173,384.4972839,-0.001865369,384.4972839,-0.001249167,384.4972839,-0.000893131,525.5,2.51E+02,525.5,2.41E+02,525.5,1.78E+02,525.5,1.76E+02,525.5,1.20E+02,525.5,5.91E+01
584.0078735,-0.001496166,584.0078735,-0.003176111,584.0078735,-0.000483074,584.0078735,-0.002317228,584.0078735,0.002426431,526,2.12E+02,526,2.05E+02,526,2.15E+02,526,1.98E+02,526,1.66E+02,383.9931946,0.000327711,383.9931946,0.000319576,383.9931946,-0.00156999,383.9931946,-0.001862586,383.9931946,-0.0001188,526,2.88E+02,526,2.68E+02,526,1.93E+02,526,1.60E+02,526,1.18E+02,526,6.20E+01
583.4869995,-0.001068758,583.4869995,-0.002656869,583.4869995,-0.000219872,583.4869995,-0.001618168,583.4869995,0.003348777,526.5,2.05E+02,526.5,1.93E+02,526.5,1.96E+02,526.5,2.09E+02,526.5,1.61E+02,383.4891052,0.000383022,383.4891052,0.001042124,383.4891052,-0.00124989,383.4891052,-0.001142759,383.4891052,-0.000175213,526.5,2.52E+02,526.5,2.40E+02,526.5,2.21E+02,526.5,1.65E+02,526.5,1.46E+02,526.5,5.84E+01
583.0032959,-0.001172964,583.0032959,-0.002768051,583.0032959,0.000139703,583.0032959,-0.001550491,583.0032959,0.003099723,527,1.96E+02,527,1.95E+02,527,1.96E+02,527,2.25E+02,527,1.63E+02,382.9849243,0.000522875,382.9849243,0.001422613,382.9849243,-0.000778418,382.9849243,-0.001236726,382.9849243,-0.000287084,527,2.62E+02,527,2.44E+02,527,2.13E+02,527,1.62E+02,527,1.02E+02,527,4.93E+01
582.4822998,-0.001398384,582.4822998,-0.002601138,582.4822998,-0.000237516,582.4822998,-0.001252936,582.4822998,0.003115862,527.5,2.22E+02,527.5,2.33E+02,527.5,1.83E+02,527.5,1.83E+02,527.5,1.50E+02,382.4807434,0.000413881,382.4807434,0.001412822,382.4807434,-0.001238171,382.4807434,-0.001209983,382.4807434,-0.000442373,527.5,2.69E+02,527.5,2.24E+02,527.5,2.40E+02,527.5,1.76E+02,527.5,1.18E+02,527.5,4.95E+01
581.9985352,-0.001019693,581.9985352,-0.002374179,581.9985352,1.73E-06,581.9985352,-0.001672065,581.9985352,0.003324021,528,2.40E+02,528,1.79E+02,528,1.71E+02,528,1.83E+02,528,1.82E+02,382.0153198,0.00068175,382.0153198,0.000995394,382.0153198,-0.000871172,382.0153198,-0.001534756,382.0153198,0.000317789,528,2.74E+02,528,2.62E+02,528,1.88E+02,528,1.87E+02,528,1.09E+02,528,6.36E+01
581.5145874,-0.001435951,581.5145874,-0.002548489,581.5145874,0.00013802,581.5145874,-0.001941502,581.5145874,0.003441524,528.5,2.22E+02,528.5,2.00E+02,528.5,1.67E+02,528.5,2.05E+02,528.5,1.68E+02,381.5110474,0.000473402,381.5110474,0.000251244,381.5110474,-0.001800772,381.5110474,-0.001857998,381.5110474,-0.00081206,528.5,2.71E+02,528.5,2.45E+02,528.5,1.91E+02,528.5,1.44E+02,528.5,1.21E+02,528.5,4.50E+01
580.9934082,-0.001257375,580.9934082,-0.003049713,580.9934082,-0.000431874,580.9934082,-0.00230492,580.9934082,0.002902278,529,2.14E+02,529,1.99E+02,529,1.77E+02,529,1.88E+02,529,1.64E+02,381.0067749,0.000596252,381.0067749,0.000877436,381.0067749,-0.001475321,381.0067749,-0.001689651,381.0067749,-0.000397168,529,2.66E+02,529,2.49E+02,529,2.19E+02,529,1.72E+02,529,1.20E+02,529,6.68E+01
580.5094604,-0.001454424,580.5094604,-0.002894428,580.5094604,-3.11E-05,580.5094604,-0.001807114,580.5094604,0.00319213,529.5,1.89E+02,529.5,1.87E+02,529.5,1.48E+02,529.5,1.85E+02,529.5,1.67E+02,380.5023804,0.00020491,380.5023804,0.000940341,380.5023804,-0.001321279,380.5023804,-0.00137031,380.5023804,-0.000458302,529.5,2.73E+02,529.5,2.33E+02,529.5,2.02E+02,529.5,1.49E+02,529.5,1.07E+02,529.5,5.56E+01
579.9880981,-0.001697129,579.9880981,-0.003113714,579.9880981,0.000180048,579.9880981,-0.002113409,579.9880981,0.003176693,530,1.98E+02,530,2.00E+02,530,1.42E+02,530,2.19E+02,530,1.58E+02,379.9980469,0.000193748,379.9980469,0.000303619,379.9980469,-0.001500087,379.9980469,-0.002090584,379.9980469,-0.000755058,530,2.40E+02,530,2.26E+02,530,1.95E+02,530,1.59E+02,530,1.15E+02,530,6.05E+01
579.5039673,-0.001005954,579.5039673,-0.002657486,579.5039673,0.000178469,579.5039673,-0.002326652,579.5039673,0.003583591,530.5,2.20E+02,530.5,1.89E+02,530.5,1.67E+02,530.5,1.81E+02,530.5,1.45E+02,379.4935913,0.000613516,379.4935913,0.001096048,379.4935913,-0.000823376,379.4935913,-0.000760692,379.4935913,0.000313152,530.5,2.70E+02,530.5,2.21E+02,530.5,2.19E+02,530.5,1.90E+02,530.5,1.06E+02,530.5,6.55E+01
578.9825439,-0.001467066,578.9825439,-0.002663455,578.9825439,-0.000354079,578.9825439,-0.002486515,578.9825439,0.002717894,531,2.01E+02,531,2.04E+02,531,1.73E+02,531,1.86E+02,531,1.56E+02,378.9891663,5.77E-05,378.9891663,0.000832488,378.9891663,-0.001371136,378.9891663,-0.001263673,378.9891663,0.000150242,531,2.58E+02,531,2.24E+02,531,2.02E+02,531,1.61E+02,531,1.06E+02,531,5.32E+01
578.498291,-0.001855111,578.498291,-0.002638293,578.498291,6.73E-06,578.498291,-0.002020765,578.498291,0.002672493,531.5,1.75E+02,531.5,1.84E+02,531.5,1.67E+02,531.5,1.91E+02,531.5,1.53E+02,378.4846191,0.000346156,378.4846191,0.000725127,378.4846191,-0.001068448,378.4846191,-0.001480378,378.4846191,-0.000460009,531.5,2.58E+02,531.5,2.20E+02,531.5,2.16E+02,531.5,1.59E+02,531.5,9.01E+01,531.5,6.30E+01
578.0139771,-0.001396114,578.0139771,-0.002642152,578.0139771,0.00025241,578.0139771,-0.001757926,578.0139771,0.003724504,532,2.17E+02,532,1.84E+02,532,1.66E+02,532,1.63E+02,532,1.58E+02,378.0189209,9.12E-05,378.0189209,0.000952586,378.0189209,-0.00170012,378.0189209,-0.001355033,378.0189209,-2.78E-05,532,2.74E+02,532,2.11E+02,532,2.26E+02,532,1.82E+02,532,1.16E+02,532,5.27E+01
577.4923096,-0.000880627,577.4923096,-0.001956346,577.4923096,0.000511316,577.4923096,-0.001621005,577.4923096,0.003345594,532.5,1.65E+02,532.5,1.76E+02,532.5,1.46E+02,532.5,1.86E+02,532.5,1.63E+02,377.5143127,0.000219413,377.5143127,0.000689009,377.5143127,-0.001989278,377.5143127,-0.001664432,377.5143127,-0.000178318,532.5,2.52E+02,532.5,2.38E+02,532.5,2.37E+02,532.5,1.37E+02,532.5,1.13E+02,532.5,6.23E+01
